Word_ID	Form	Cognate_set_ID	Segments	Alignment	Doubt	Cognate_detection_method	Cognate_source	Alignment_method	Alignment_source
2002	mjaŋ³³	686	m j a ŋ ³³	m j a ŋ ³³		expert	Hill2017	LingPy:SCA	
2003	mjɔ̃³⁵	686	m j ɔ̃ ∼ ³⁵	m j ɔ̃ ∼ ³⁵		expert	Hill2017	LingPy:SCA	
1017	ʃauk⁵⁵	713	ʃ a u k ⁵⁵	ʃ a u k ⁵⁵		expert	Hill2017	LingPy:SCA	
2010	in⁵⁵	167	i n ⁵⁵	- i n ⁵⁵		expert	Hill2017	LingPy:SCA	
2012	ju̱m⁵¹	167	j ṵ m ⁵¹	j ṵ m ⁵¹		expert	Hill2017	LingPy:SCA	
2013	ja̱m⁵⁵	167	j a̰ m ⁵⁵	j a̰ m ⁵⁵		expert	Hill2017	LingPy:SCA	
2016	jɔ̱m³³	167	j ɔ̰ m ³³	j ɔ̰ m ³³		expert	Hill2017	LingPy:SCA	
2017	ja̱m³¹	167	j a̰ m ³¹	j a̰ m ³¹		expert	Hill2017	LingPy:SCA	
2018	in⁵⁵	167	i n ⁵⁵	- i n ⁵⁵		expert	Hill2017	LingPy:SCA	
3067	tsɛʔ⁵⁵	112	ts ɛ ʔ ⁵⁵	ts ɛ ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6123	ji³¹ɲɔ³¹ʦɔ³¹	307	j i ³¹ + ɲ ɔ ³¹ + ts ɔ ³¹	j i ³¹ + ɲ ɔ ³¹ + ts ɔ ³¹		expert	Hill2017	LingPy:SCA	
6124	sɑiʔ⁴	32	s ɑ i ʔ ⁴	s ɑ i ʔ ⁴		expert	Hill2017	LingPy:SCA	
6125	ʃă³⁵ka̱uʔ⁵⁵	204	ʃ ă ³⁵ + k a̰ u ʔ ⁵⁵	ʃ ă ³⁵ + k a̰ u ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6126	tʃo³¹kʰjaŋ⁵³	95	tʃ o ³¹ + kʰ j a ŋ ⁵³	tʃ o ³¹ + kʰ j a ŋ ⁵³		expert	Hill2017	LingPy:SCA	
6127	laʔ³¹sɛ̃⁵⁵	649	l a ʔ ³¹ + s ɛ̃ ∼ ⁵⁵	l a ʔ ³¹ + s ɛ̃ ∼ ⁵⁵		expert	Hill2017	LingPy:SCA	
6128	lum³¹	323	l u m ³¹	l u m ³¹		expert	Hill2017	LingPy:SCA	
6129	kʰuk⁵⁵le̱i⁵⁵	296	kʰ u k ⁵⁵ + l ḛ i ⁵⁵	kʰ u k ⁵⁵ + l ḛ i ⁵⁵		expert	Hill2017	LingPy:SCA	
6130	lak³¹ɣu³¹	245	l a k ³¹ + ɣ u ³¹	l a k ³¹ + ɣ u ³¹		expert	Hill2017	LingPy:SCA	
6131	ʦɔ̱t⁵⁵	142	ts ɔ̰ t ⁵⁵	ts ɔ̰ t ⁵⁵		expert	Hill2017	LingPy:SCA	
6132	kja̱ŋ³³	556	k j a̰ ŋ ³³	k j a̰ ŋ ³³		expert	Hill2017	LingPy:SCA	
6133	laʔ³¹kaŋ³³	40	l a ʔ ³¹ + k a ŋ ³³	l a ʔ ³¹ + k a ŋ ³³		expert	Hill2017	LingPy:SCA	
6134	vuʔ³¹ti³¹	395	v u ʔ ³¹ + t i ³¹	v u ʔ ³¹ + t i ³¹		expert	Hill2017	LingPy:SCA	
6135	xaŋ³¹	157	x a ŋ ³¹	x a ŋ ³¹		expert	Hill2017	LingPy:SCA	
6136	kuŋ²¹kuŋ⁵¹	233	k u ŋ ²¹ + k u ŋ ⁵¹	k u ŋ ²¹ + k u ŋ ⁵¹		expert	Hill2017	LingPy:SCA	
6137	loʔ²¹jo⁵¹	558	l o ʔ ²¹ + j o ⁵¹	l o ʔ ²¹ + j o ⁵¹		expert	Hill2017	LingPy:SCA	
6138	xi⁵⁵	49	x i ⁵⁵	x i - - ⁵⁵		expert	Hill2017	LingPy:SCA	
6140	ŋaːu³¹	547	ŋ aː u ³¹	ŋ aː u - ³¹		expert	Hill2017	LingPy:SCA	
6141	chi⁵⁵	89	cʰ i ⁵⁵	cʰ - i - ⁵⁵		expert	Hill2017	LingPy:SCA	
6142	ɕin⁵⁵	143	ɕ i n ⁵⁵	ɕ i n ⁵⁵		expert	Hill2017	LingPy:SCA	
6143	l̥ɿ⁵⁵ɲ̊ɔʔ⁵⁵l̥aŋ³¹kam⁵⁵	712	l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵	l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵		expert	Hill2017	LingPy:SCA	
6144	nɔʔ⁵⁵	431	n ɔ ʔ ⁵⁵	n ɔ ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6145	l̥ɔ³¹	677	l̥ ɔ ³¹	l̥ ɔ ³¹		expert	Hill2017	LingPy:SCA	
2050	ʃo⁵¹	104	ʃ o ⁵¹	ʃ o ⁵¹		expert	Hill2017	LingPy:SCA	
6147	paʔ³¹	529	p a ʔ ³¹	p a ʔ ³¹		expert	Hill2017	LingPy:SCA	
6148	mau³¹ʐau³¹	250	m a u ³¹ + ʐ a u ³¹	m a u - ³¹ + ʐ a u ³¹		expert	Hill2017	LingPy:SCA	
6151	xɔŋ⁵¹ȵin³¹nam³¹	19	x ɔ ŋ ⁵¹ + nʲ i n ³¹ + n a m ³¹	x ɔ ŋ ⁵¹ + nʲ i n ³¹ + n a m ³¹		expert	Hill2017	LingPy:SCA	
6152	l̥i³¹ʐo⁵⁵	245	l̥ i ³¹ + ʐ o ⁵⁵	l̥ i - ³¹ + ʐ o ⁵⁵		expert	Hill2017	LingPy:SCA	
6153	ŋ̊an⁵⁵	41	ŋ̊ a n ⁵⁵	ŋ̊ a n ⁵⁵		expert	Hill2017	LingPy:SCA	
6154	ɲɔʔ⁵⁵sɔʔ⁵⁵	419	ɲ ɔ ʔ ⁵⁵ + s ɔ ʔ ⁵⁵	ɲ ɔ ʔ ⁵⁵ + s ɔ ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6155	mau³¹mjaŋ⁵⁵	340	m a u ³¹ + m j a ŋ ⁵⁵	m a u - ³¹ + m j a ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
6156	kʐak⁵⁵	169	k ʐ a k ⁵⁵	k ʐ a k ⁵⁵		expert	Hill2017	LingPy:SCA	
6157	kʰĕ⁵⁵ŋji⁵⁵	352	kʰ ĕ ⁵⁵ + ŋ j i ⁵⁵	kʰ ĕ - ⁵⁵ + ŋ j i - ⁵⁵		expert	Hill2017	LingPy:SCA	
6158	a²¹ŋji⁵⁵nap²¹	15	a ²¹ + ŋ j i ⁵⁵ + n a p ²¹	a ²¹ + ŋ j i - ⁵⁵ + n a p ²¹		expert	Hill2017	LingPy:SCA	
6159	naʔ²¹ma⁵⁵	301	n a ʔ ²¹ + m a ⁵⁵	n a ʔ ²¹ + m a ⁵⁵		expert	Hill2017	LingPy:SCA	
6160	jɔ̃³⁵	182	j ɔ̃ ∼ ³⁵	- j ɔ̃ ∼ ³⁵		expert	Hill2017	LingPy:SCA	
6161	kjɔ̱̃³¹	556	k j ɔ̰̃ ∼ ³¹	k j ɔ̰̃ ∼ ³¹		expert	Hill2017	LingPy:SCA	
6162	su̱ŋ³³so̱³³	322	s ṵ ŋ ³³ + s o̰ ³³	s ṵ ŋ ³³ + s o̰ ³³		expert	Hill2017	LingPy:SCA	
7161	myāḥ	401	m j a ⁵⁵	m j a ⁵⁵		expert	Hill2017	LingPy:SCA	
6164	nap²¹kjo̱⁵⁵	572	n a p ²¹ + k j o̰ ⁵⁵	n a p ²¹ + k j o̰ ⁵⁵		expert	Hill2017	LingPy:SCA	
6165	ŋji⁵⁵kuŋ⁵¹tu̱²¹	111	ŋ j i ⁵⁵ + k u ŋ ⁵¹ + t ṵ ²¹	ŋ j i - ⁵⁵ + k u - ŋ ⁵¹ + t ṵ ²¹		expert	Hill2017	LingPy:SCA	
6166	pʰjɔ̆³¹kɔ̃³⁵	349	pʰ j ɔ̆ ³¹ + k ɔ̃ ∼ ³⁵	pʰ j ɔ̆ ³¹ + k ɔ̃ ∼ ³⁵		expert	Hill2017	LingPy:SCA	
2071	ʂɔ³¹pɤk⁵⁵	445	ʂ ɔ ³¹ + p ɤ k ⁵⁵	ʂ ɔ ³¹ + p ɤ k ⁵⁵		expert	Hill2017	LingPy:SCA	
6169	sə̱ŋ⁵⁵jaŋ³³jɔ³¹kan³³	324	s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³	s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³		expert	Hill2017	LingPy:SCA	
2075	ȵi³¹ŋau⁵⁵	432	nʲ i ³¹ + ŋ a u ⁵⁵	nʲ i ³¹ + ŋ a u ⁵⁵		expert	Hill2017	LingPy:SCA	
6172	pu⁵⁵	403	p u ⁵⁵	p u ⁵⁵		expert	Hill2017	LingPy:SCA	
2077	laŋ⁵¹	569	l a ŋ ⁵¹	l a ŋ ⁵¹		expert	Hill2017	LingPy:SCA	
6174	mam³¹	498	m a m ³¹	m a m ³¹		expert	Hill2017	LingPy:SCA	
6175	kʐoʔ⁵⁵	7	k ʐ o ʔ ⁵⁵	k ʐ - o ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
2081	laŋ³¹	569	l a ŋ ³¹	l a ŋ ³¹		expert	Hill2017	LingPy:SCA	
6178	pum⁵⁵fui³¹	270	p u m ⁵⁵ + f u i ³¹	p u m ⁵⁵ + f u i - ³¹		expert	Hill2017	LingPy:SCA	
6179	ta³¹	56	t a ³¹	t a ³¹		expert	Hill2017	LingPy:SCA	
6180	xɔ³¹	103	x ɔ ³¹	x ɔ ³¹		expert	Hill2017	LingPy:SCA	
6181	xo²¹	203	x o ²¹	x o ²¹		expert	Hill2017	LingPy:SCA	
6182	tʰɔ̃³⁵	133	tʰ ɔ̃ ∼ ³⁵	tʰ ɔ̃ - ∼ ³⁵		expert	Hill2017	LingPy:SCA	
6183	ŋɔʔ⁵⁵	117	ŋ ɔ ʔ ⁵⁵	ŋ ɔ ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6185	kʐoʔ⁵⁵	7	k ʐ o ʔ ⁵⁵	k ʐ - o ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6187	ŋɑ²²	563	ŋ ɑ ²²	ŋ ɑ ²²		expert	Hill2017	LingPy:SCA	
2092	ŋa̱n⁵¹thuŋ²¹	520	ŋ a̰ n ⁵¹ + tʰ u ŋ ²¹	ŋ a̰ n ⁵¹ + tʰ u ŋ ²¹		expert	Hill2017	LingPy:SCA	
6189	ȵ̥ot⁵⁵tuŋ⁵⁵	443	n̥ʲ o t ⁵⁵ + t u ŋ ⁵⁵	n̥ʲ o - t ⁵⁵ + t u ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
6190	fu³¹lai³¹	26	f u ³¹ + l a i ³¹	f u - - ³¹ + l a i ³¹		expert	Hill2017	LingPy:SCA	
6191	ʂan³¹u³¹	669	ʂ a n ³¹ + u ³¹	ʂ a n ³¹ + u - - ³¹		expert	Hill2017	LingPy:SCA	
6192	xuŋ³¹pau³¹	174	x u ŋ ³¹ + p a u ³¹	x u ŋ ³¹ + p a u ³¹		expert	Hill2017	LingPy:SCA	
6193	kă³¹liŋ³⁵ʈʂʰuaʔ⁵⁵	614	k ă ³¹ + l i ŋ ³⁵ + ʈʂʰ u a ʔ ⁵⁵	k ă ³¹ + l i ŋ ³⁵ + ʈʂʰ u a ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6194	koŋ³¹kau⁵⁵	472	k o ŋ ³¹ + k a u ⁵⁵	k o ŋ ³¹ + k a u ⁵⁵		expert	Hill2017	LingPy:SCA	
6195	pji̱³¹	676	p j ḭ ³¹	p j ḭ ³¹		expert	Hill2017	LingPy:SCA	
6196	ta⁵⁵	260	t a ⁵⁵	t a - ⁵⁵		expert	Hill2017	LingPy:SCA	
6197	ŋau⁵⁵	547	ŋ a u ⁵⁵	ŋ a u - ⁵⁵		expert	Hill2017	LingPy:SCA	
6198	ʨʰi⁵⁵san⁵⁵	694	tɕʰ i ⁵⁵ + s a n ⁵⁵	tɕʰ - i - ⁵⁵ + s a n ⁵⁵		expert	Hill2017	LingPy:SCA	
6199	kʰji⁵⁵saŋ³⁵	508	kʰ j i ⁵⁵ + s a ŋ ³⁵	kʰ j i - ⁵⁵ + s a ŋ ³⁵		expert	Hill2017	LingPy:SCA	
6201	nɔʔ³¹	36	n ɔ ʔ ³¹	n ɔ ʔ ³¹		expert	Hill2017	LingPy:SCA	
6202	nɔʔ⁵⁵	431	n ɔ ʔ ⁵⁵	n ɔ ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6203	kjam³¹	365	k j a m ³¹	k j a m ³¹		expert	Hill2017	LingPy:SCA	
6205	jɔ̃⁵⁵	663	j ɔ̃ ∼ ⁵⁵	j ɔ̃ ∼ ⁵⁵		expert	Hill2017	LingPy:SCA	
6206	ʃɛ̱n⁵⁵u⁵³	669	ʃ ɛ̰ n ⁵⁵ + u ⁵³	ʃ ɛ̰ n ⁵⁵ + u - - ⁵³		expert	Hill2017	LingPy:SCA	
6207	muk⁵⁵kum³¹	678	m u k ⁵⁵ + k u m ³¹	m u - k ⁵⁵ + k u m ³¹		expert	Hill2017	LingPy:SCA	
6208	a³¹ʐɿ⁵⁵	3	a ³¹ + ʐ ɿ ⁵⁵	a ³¹ + ʐ ɿ ⁵⁵		expert	Hill2017	LingPy:SCA	
6209	ɣɔʔ³¹kaŋ³⁵saŋ³¹ŋjɔ̃³¹	405	ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹	ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹		expert	Hill2017	LingPy:SCA	
6210	ɣɔ̃³¹	375	ɣ ɔ̃ ∼ ³¹	ɣ - ɔ̃ ∼ ³¹		expert	Hill2017	LingPy:SCA	
6211	ŋa̱ŋ³¹	41	ŋ a̰ ŋ ³¹	ŋ a̰ ŋ ³¹		expert	Hill2017	LingPy:SCA	
6212	ŋa̱ŋ³¹	41	ŋ a̰ ŋ ³¹	ŋ a̰ ŋ ³¹		expert	Hill2017	LingPy:SCA	
6213	tθu²²	144	tθ u ²²	tθ u ²²		expert	Hill2017	LingPy:SCA	
6214	tʰaŋ⁵¹kjo⁵⁵	248	tʰ a ŋ ⁵¹ + k j o ⁵⁵	tʰ a ŋ ⁵¹ + k j o ⁵⁵		expert	Hill2017	LingPy:SCA	
6215	və̆³¹kauŋ³⁵	551	v ə̆ ³¹ + k a u ŋ ³⁵	v ə̆ ³¹ + k a u ŋ ³⁵		expert	Hill2017	LingPy:SCA	
6216	la³¹	280	l a ³¹	- l a ³¹		expert	Hill2017	LingPy:SCA	
6217	a³¹ʨʰot⁵³	24	a ³¹ + tɕʰ o t ⁵³	a ³¹ + tɕʰ o t ⁵³		expert	Hill2017	LingPy:SCA	
6219	ŋai³¹	436	ŋ a i ³¹	ŋ a i ³¹		expert	Hill2017	LingPy:SCA	
6220	lauŋ³¹	613	l a u ŋ ³¹	l a u ŋ ³¹		expert	Hill2017	LingPy:SCA	
6222	wɑ̃i⁵⁵	107	w ɑ̃ i ∼ ⁵⁵	w ɑ̃ i ∼ ⁵⁵		expert	Hill2017	LingPy:SCA	
6223	tʰaŋ⁵⁵	133	tʰ a ŋ ⁵⁵	tʰ a - ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
6224	tθo⁵⁵	358	tθ o ⁵⁵	tθ o ⁵⁵		expert	Hill2017	LingPy:SCA	
6225	mjik³¹ʦa̱i³⁵	265	m j i k ³¹ + ts a̰ i ³⁵	m j i k ³¹ + ts a̰ i ³⁵		expert	Hill2017	LingPy:SCA	
6226	ɣɔʔ³¹naʔ³¹	125	ɣ ɔ ʔ ³¹ + n a ʔ ³¹	ɣ - - ɔ ʔ ³¹ + n a ʔ ³¹		expert	Hill2017	LingPy:SCA	
6227	mo⁵⁵ʨʰẽ⁵⁵	650	m o ⁵⁵ + tɕʰ ẽ ∼ ⁵⁵	m o - - ⁵⁵ + tɕʰ - ẽ - ⁵⁵		expert	Hill2017	LingPy:SCA	
6228	pu⁵⁵	403	p u ⁵⁵	p u ⁵⁵		expert	Hill2017	LingPy:SCA	
6229	tθɛʔ⁴tɑ̃⁵³	224	tθ ɛ ʔ ⁴ + t ɑ̃ ∼ ⁵³	tθ ɛ ʔ ⁴ + t ɑ̃ ∼ ⁵³		expert	Hill2017	LingPy:SCA	
6231	mo⁵⁵tθi⁵⁵	568	m o ⁵⁵ + tθ i ⁵⁵	m o - - ⁵⁵ + tθ i ⁵⁵		expert	Hill2017	LingPy:SCA	
6232	kʰɔ³⁵	103	kʰ ɔ ³⁵	kʰ ɔ ³⁵		expert	Hill2017	LingPy:SCA	
6233	n̥ɪ̃⁵⁵	41	n̥ ɪ̃ ∼ ⁵⁵	n̥ ɪ̃ ∼ ⁵⁵		expert	Hill2017	LingPy:SCA	
6235	tʃə̆ʔ³¹kʰjɔ̃³⁵	95	tʃ ə̆ ʔ ³¹ + kʰ j ɔ̃ ∼ ³⁵	tʃ ə̆ ʔ ³¹ + kʰ j ɔ̃ ∼ ³⁵		expert	Hill2017	LingPy:SCA	
6236	tɔi³¹kau³⁵	635	t ɔ i ³¹ + k a u ³⁵	t ɔ i ³¹ + k a u ³⁵		expert	Hill2017	LingPy:SCA	
6237	m̥ɑ̃u²²	225	m̥ ɑ̃ u ∼ ²²	m̥ ɑ̃ u ∼ ²²		expert	Hill2017	LingPy:SCA	
6238	pum⁵⁵xui³¹	270	p u m ⁵⁵ + x u i ³¹	p u m ⁵⁵ + x u i - ³¹		expert	Hill2017	LingPy:SCA	
6239	sɔ⁵⁵	643	s ɔ ⁵⁵	s ɔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6240	nɑuʔ⁴ʨɑ⁵³	377	n ɑ u ʔ ⁴ + tɕ ɑ ⁵³	n ɑ u ʔ ⁴ + tɕ - ɑ ⁵³		expert	Hill2017	LingPy:SCA	
5136	mji³⁵ɤɛ³⁵	53	m j i ³⁵ + ɤ ɛ ³⁵	m j i ³⁵ + ɤ ɛ ³⁵		expert	Hill2017	LingPy:SCA	
6243	kʰə̆³¹lu̱i³⁵	296	kʰ ə̆ ³¹ + l ṵ i ³⁵	kʰ ə̆ - ³¹ + l ṵ i ³⁵		expert	Hill2017	LingPy:SCA	
6244	kə̱⁵⁵na̱²¹	97	k ə̰ ⁵⁵ + n a̰ ²¹	k ə̰ ⁵⁵ + n a̰ ²¹		expert	Hill2017	LingPy:SCA	
6245	ʃɔn³⁵u̱³⁵	669	ʃ ɔ n ³⁵ + ṵ ³⁵	ʃ ɔ n ³⁵ + ṵ - - ³⁵		expert	Hill2017	LingPy:SCA	
6246	ɕũ⁵³	494	ɕ ũ ∼ ⁵³	ɕ - ũ - ⁵³		expert	Hill2017	LingPy:SCA	
6247	kjɔ̱̃⁵⁵	556	k j ɔ̰̃ ∼ ⁵⁵	k j ɔ̰̃ ∼ ⁵⁵		expert	Hill2017	LingPy:SCA	
6248	pʰi³¹kɔ̃³¹	349	pʰ i ³¹ + k ɔ̃ ∼ ³¹	pʰ i ³¹ + k ɔ̃ ∼ ³¹		expert	Hill2017	LingPy:SCA	
6249	vaʔ³¹tai⁵⁵	395	v a ʔ ³¹ + t a i ⁵⁵	v a ʔ ³¹ + t a i ⁵⁵		expert	Hill2017	LingPy:SCA	
6250	lɔʔ³¹saŋ³¹	649	l ɔ ʔ ³¹ + s a ŋ ³¹	l ɔ ʔ ³¹ + s a ŋ ³¹		expert	Hill2017	LingPy:SCA	
6251	mjaŋ⁵⁵kʰui³⁵	235	m j a ŋ ⁵⁵ + kʰ u i ³⁵	m j a ŋ ⁵⁵ + kʰ u i - ³⁵		expert	Hill2017	LingPy:SCA	
6252	ka̱n⁵⁵taŋ³³	516	k a̰ n ⁵⁵ + t a ŋ ³³	k a̰ n ⁵⁵ + t a ŋ ³³		expert	Hill2017	LingPy:SCA	
6253	tɔ̃⁵⁵puk⁵⁵	175	t ɔ̃ ∼ ⁵⁵ + p u k ⁵⁵	t ɔ̃ ∼ ⁵⁵ + p u - k ⁵⁵		expert	Hill2017	LingPy:SCA	
6254	kʰjik³¹	89	kʰ j i k ³¹	kʰ j i k ³¹		expert	Hill2017	LingPy:SCA	
6256	ʦaŋ³¹ʑi³¹	564	ts a ŋ ³¹ + ʑ i ³¹	ts a ŋ ³¹ + ʑ i ³¹		expert	Hill2017	LingPy:SCA	
6257	ʦo	696	ts o	ts o -		expert	Hill2017	LingPy:SCA	
6258	ʃiŋ²¹ka̱n²¹	487	ʃ i ŋ ²¹ + k a̰ n ²¹	ʃ i ŋ ²¹ + k a̰ n ²¹		expert	Hill2017	LingPy:SCA	
6259	ŋo⁵¹	563	ŋ o ⁵¹	ŋ o ⁵¹		expert	Hill2017	LingPy:SCA	
6260	nu⁵³	267	n u ⁵³	n u ⁵³		expert	Hill2017	LingPy:SCA	
6261	pjo²²	96	p j o ²²	p j o ²²		expert	Hill2017	LingPy:SCA	
6262	tʰan⁵¹	692	tʰ a n ⁵¹	tʰ a n ⁵¹		expert	Hill2017	LingPy:SCA	
6263	ʃɔ̆³⁵jam⁵⁵	2	ʃ ɔ̆ ³⁵ + j a m ⁵⁵	ʃ ɔ̆ ³⁵ + j a m ⁵⁵		expert	Hill2017	LingPy:SCA	
6264	ja̱ŋ²¹	182	j a̰ ŋ ²¹	- j a̰ ŋ ²¹		expert	Hill2017	LingPy:SCA	
6266	n̥oʔ⁴kʰɑ̃⁵⁵	634	n̥ o ʔ ⁴ + kʰ ɑ̃ ∼ ⁵⁵	n̥ o - ʔ ⁴ + kʰ - ɑ̃ ∼ - ⁵⁵		expert	Hill2017	LingPy:SCA	
6268	ʦhe³¹	530	tsʰ e ³¹	tsʰ e ³¹		expert	Hill2017	LingPy:SCA	
6269	pɑ⁵³kʰõ⁵⁵	253	p ɑ ⁵³ + kʰ õ ∼ ⁵⁵	p ɑ - ⁵³ + kʰ õ ⁵⁵ -		expert	Hill2017	LingPy:SCA	
6270	ʨʰɑ̃i⁵⁵	652	tɕʰ ɑ̃ i ∼ ⁵⁵	tɕʰ ɑ̃ i ∼ ⁵⁵		expert	Hill2017	LingPy:SCA	
6271	ʃə̱m³³ŋu̱i⁵⁵	589	ʃ ə̰ m ³³ + ŋ ṵ i ⁵⁵	ʃ ə̰ m ³³ + ŋ ṵ i ⁵⁵		expert	Hill2017	LingPy:SCA	
6272	ʃɔː⁵⁵	203	ʃ ɔː ⁵⁵	ʃ ɔː ⁵⁵		expert	Hill2017	LingPy:SCA	
6273	ŋɑ̃²²	297	ŋ ɑ̃ ∼ ²²	ŋ ɑ̃ ∼ ²²		expert	Hill2017	LingPy:SCA	
6274	mɛ³¹ja⁵¹	57	m ɛ ³¹ + j a ⁵¹	m ɛ ³¹ + j a ⁵¹		expert	Hill2017	LingPy:SCA	
6275	mɛ³¹ja⁵¹	640	m ɛ ³¹ + j a ⁵¹	m ɛ ³¹ + j a ⁵¹		expert	Hill2017	LingPy:SCA	
6276	pɑ̃u²²	371	p ɑ̃ u ∼ ²²	p ɑ̃ u ∼ ²²		expert	Hill2017	LingPy:SCA	
6277	ʦa̱t⁵⁵	142	ts a̰ t ⁵⁵	ts a̰ t ⁵⁵		expert	Hill2017	LingPy:SCA	
6278	ʨʰe²²tʰɑuʔ⁴	598	tɕʰ e ²² + tʰ ɑ u ʔ ⁴	tɕʰ - e - ²² + tʰ ɑ u ʔ ⁴		expert	Hill2017	LingPy:SCA	
6279	ɑ⁵³ɕĩ²²	127	ɑ ⁵³ + ɕ ĩ ∼ ²²	ɑ ⁵³ + ɕ ĩ ²²		expert	Hill2017	LingPy:SCA	
2184	sat⁵⁵	499	s a t ⁵⁵	s a t ⁵⁵		expert	Hill2017	LingPy:SCA	
6281	tʰɔŋ³¹	133	tʰ ɔ ŋ ³¹	tʰ ɔ ŋ ³¹		expert	Hill2017	LingPy:SCA	
6282	ʨʰi⁵⁵xo⁵⁵	383	tɕʰ i ⁵⁵ + x o ⁵⁵	tɕʰ - i - ⁵⁵ + x o ⁵⁵		expert	Hill2017	LingPy:SCA	
2187	sat²¹	499	s a t ²¹	s a t ²¹		expert	Hill2017	LingPy:SCA	
6285	ɑ⁵³tθɑ⁵⁵ɑ⁵³je²²	342	ɑ ⁵³ + tθ ɑ ⁵⁵ + ɑ ⁵³ + j e ²²	ɑ ⁵³ + tθ ɑ ⁵⁵ + ɑ ⁵³ + j e ²²		expert	Hill2017	LingPy:SCA	
6286	mə⁵⁵ja²¹sat⁵⁵	244	m ə ⁵⁵ + j a ²¹ + s a t ⁵⁵	m ə ⁵⁵ + j a ²¹ + s a t ⁵⁵		expert	Hill2017	LingPy:SCA	
6287	paʔ⁵⁵	529	p a ʔ ⁵⁵	p a ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
2192	sɛ̱ʔ⁵⁵	499	s ɛ̰ ʔ ⁵⁵	s ɛ̰ ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
2194	sat⁵⁵phut⁵⁵	140	s a t ⁵⁵ + pʰ u t ⁵⁵	s a t ⁵⁵ + pʰ u t ⁵⁵		expert	Hill2017	LingPy:SCA	
6291	liŋ⁵⁵	535	l i ŋ ⁵⁵	l i ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
6292	mau²¹mjiŋ⁵¹	340	m a u ²¹ + m j i ŋ ⁵¹	m a u - ²¹ + m j i ŋ ⁵¹		expert	Hill2017	LingPy:SCA	
6293	tʰɔm⁵⁵pɔp³¹	596	tʰ ɔ m ⁵⁵ + p ɔ p ³¹	tʰ - ɔ m ⁵⁵ + p ɔ p ³¹		expert	Hill2017	LingPy:SCA	
6294	voʔ²¹kan²¹ʃiŋ⁵⁵jaŋ²¹	405	v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + j a ŋ ²¹	v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + - j a ŋ ²¹		expert	Hill2017	LingPy:SCA	
6295	a⁵³shoʔ⁴	24	a ⁵³ + sʰ o ʔ ⁴	a ⁵³ + sʰ o ʔ ⁴		expert	Hill2017	LingPy:SCA	
2200	khji⁵¹phut⁵⁵	328	kʰ j i ⁵¹ + pʰ u t ⁵⁵	kʰ j i - ⁵¹ + pʰ u t ⁵⁵		expert	Hill2017	LingPy:SCA	
6297	ŋa̱n⁵¹pʰju⁵¹	693	ŋ a̰ n ⁵¹ + pʰ j u ⁵¹	ŋ a̰ n ⁵¹ + pʰ j u ⁵¹		expert	Hill2017	LingPy:SCA	
6298	ŋa̱n⁵¹	41	ŋ a̰ n ⁵¹	ŋ a̰ n ⁵¹		expert	Hill2017	LingPy:SCA	
4463	tak⁵⁵	522	t a k ⁵⁵	t a k ⁵⁵		expert	Hill2017	LingPy:SCA	
6300	ŋau⁵⁵	547	ŋ a u ⁵⁵	ŋ a u - ⁵⁵		expert	Hill2017	LingPy:SCA	
2205	pɔ̱t⁵³luʔ³¹	304	p ɔ̰ t ⁵³ + l u ʔ ³¹	p ɔ̰ t ⁵³ + l u - ʔ ³¹		expert	Hill2017	LingPy:SCA	
6302	pi̱⁵⁵	676	p ḭ ⁵⁵	p - ḭ ⁵⁵		expert	Hill2017	LingPy:SCA	
6303	lɔ³¹	280	l ɔ ³¹	- l ɔ ³¹		expert	Hill2017	LingPy:SCA	
