Word_ID	Form	Cognate_set_ID	Segments	Alignment	Doubt	Cognate_detection_method	Cognate_source	Alignment_method	Alignment_source
5207	xəː³³	607	x əː ³³	x əː - ³³		expert	Hill2017	LingPy:SCA	
5208	xui³¹	607	x u i ³¹	x u i ³¹		expert	Hill2017	LingPy:SCA	
5209	l̥ɯŋ³⁵	78	l̥ ɯ ŋ ³⁵	l̥ ɯ ŋ ³⁵		expert	Hill2017	LingPy:SCA	
2189	sɛ̱ʔ⁵⁵	499	s ɛ̰ ʔ ⁵⁵	s ɛ̰ ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
5220	nuaŋ⁵⁵tuʔ³¹	369	n u a ŋ ⁵⁵ + t u ʔ ³¹	n u a - ŋ ⁵⁵ + t u ʔ ³¹		expert	Hill2017	LingPy:SCA	
1125	ta³¹	534	t a ³¹	t a ³¹		expert	Hill2017	LingPy:SCA	
5222	nuŋ⁵⁵moʔ⁵⁵	58	n u ŋ ⁵⁵ + m o ʔ ⁵⁵	n u - - ŋ ⁵⁵ + m o ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
5223	nauŋ³¹maʔ³¹	58	n a u ŋ ³¹ + m a ʔ ³¹	n - a u ŋ ³¹ + m a ʔ ³¹		expert	Hill2017	LingPy:SCA	
1129	tsɔː³³	534	ts ɔː ³³	ts ɔː ³³		expert	Hill2017	LingPy:SCA	
5226	nɔ̃̆³¹na̱uŋ⁵⁵	671	n ɔ̃̆ ∼ ³¹ + n a̰ u ŋ ⁵⁵	n - ɔ̃̆ - ∼ ³¹ + n a̰ u ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
5228	nɔŋ⁵⁵tu³⁵	369	n ɔ ŋ ⁵⁵ + t u ³⁵	n - ɔ - ŋ ⁵⁵ + t u - ³⁵		expert	Hill2017	LingPy:SCA	
5229	nuaŋ⁵⁵	592	n u a ŋ ⁵⁵	n u a ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
5230	naŋ⁵¹	592	n a ŋ ⁵¹	n a - ŋ ⁵¹		expert	Hill2017	LingPy:SCA	
5231	nɔ̃⁵⁵	592	n ɔ̃ ∼ ⁵⁵	n ɔ̃ - ∼ ⁵⁵		expert	Hill2017	LingPy:SCA	
5232	naŋ³¹	592	n a ŋ ³¹	n a - ŋ ³¹		expert	Hill2017	LingPy:SCA	
5233	nɔ̃³¹	592	n ɔ̃ ∼ ³¹	n ɔ̃ - ∼ ³¹		expert	Hill2017	LingPy:SCA	
1538	pjik³¹	532	p j i k ³¹	p j i - k ³¹		expert	Hill2017	LingPy:SCA	
5651	mjɛʔ⁴	721	m j ɛ ʔ ⁴	m j ɛ ʔ ⁴		expert	Hill2017	LingPy:SCA	
1140	u̱³⁵	12	ṵ ³⁵	ṵ - - ³⁵		expert	Hill2017	LingPy:SCA	
6334	kɑ̃⁵³lɑ̃⁵³	336	k ɑ̃ ∼ ⁵³ + l ɑ̃ ∼ ⁵³	k ɑ̃ ∼ ⁵³ + l ɑ̃ ∼ ⁵³		expert	Hill2017	LingPy:SCA	
1144	a̱u⁵⁵	12	a̰ u ⁵⁵	a̰ u - ⁵⁵		expert	Hill2017	LingPy:SCA	
5246	kɑiʔ⁴	668	k ɑ i ʔ ⁴	k ɑ i ʔ ⁴		expert	Hill2017	LingPy:SCA	
1557	pŏ̱²¹kje̱k⁵⁵	85	p ŏ̰ ²¹ + k j ḛ k ⁵⁵	p ŏ̰ ²¹ + k j ḛ k ⁵⁵		expert	Hill2017	LingPy:SCA	
1152	ʃit⁵⁵	216	ʃ i t ⁵⁵	ʃ i t ⁵⁵		expert	Hill2017	LingPy:SCA	
5249	hniʔ⁴shɛ²²	517	n̥ i ʔ ⁴ + sʰ ɛ ²²	n̥ i ʔ ⁴ + sʰ ɛ - ²²		expert	Hill2017	LingPy:SCA	
5250	pe⁵⁵	257	p e ⁵⁵	p - e - - ⁵⁵		expert	Hill2017	LingPy:SCA	
5251	m̥ɑ̃²²	215	m̥ ɑ̃ ∼ ²²	m̥ ɑ̃ ∼ ²²		expert	Hill2017	LingPy:SCA	
1156	ʃɛ̱t⁵⁵	216	ʃ ɛ̰ t ⁵⁵	ʃ ɛ̰ t ⁵⁵		expert	Hill2017	LingPy:SCA	
1157	ʃɛʔ⁵⁵	216	ʃ ɛ ʔ ⁵⁵	ʃ ɛ ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
1158	çɛʈ⁵⁵	216	ç ɛ ʈ ⁵⁵	ç ɛ ʈ ⁵⁵		expert	Hill2017	LingPy:SCA	
5255	eʔ⁴mɛʔ⁴	458	e ʔ ⁴ + m ɛ ʔ ⁴	- e ʔ ⁴ + m ɛ ʔ ⁴		expert	Hill2017	LingPy:SCA	
5257	pʰjɑ̃²²	312	pʰ j ɑ̃ ∼ ²²	pʰ j ɑ̃ ∼ ²²		expert	Hill2017	LingPy:SCA	
5258	tɔ⁵⁵	645	t ɔ ⁵⁵	t ɔ ⁵⁵		expert	Hill2017	LingPy:SCA	
5262	jɑ̃²²pʰjiʔ⁴	230	j ɑ̃ ∼ ²² + pʰ j i ʔ ⁴	j ɑ̃ ∼ ²² + pʰ j i ʔ ⁴		expert	Hill2017	LingPy:SCA	
4973	pɛ³¹	45	p ɛ ³¹	p ɛ ³¹		expert	Hill2017	LingPy:SCA	
5264	ɑ̃²²	79	ɑ̃ ∼ ²²	ɑ̃ ∼ ²²		expert	Hill2017	LingPy:SCA	
6339	kuŋ³¹kai³⁵ʑai⁵⁵	34	k u ŋ ³¹ + k a i ³⁵ + ʑ a i ⁵⁵	k u ŋ ³¹ + k a i ³⁵ + ʑ a i ⁵⁵		expert	Hill2017	LingPy:SCA	
5268	wa²²	47	w a ²²	w a ²²		expert	Hill2017	LingPy:SCA	
5269	mjɑ⁵⁵	401	m j ɑ ⁵⁵	m j ɑ ⁵⁵		expert	Hill2017	LingPy:SCA	
5271	ɑ⁵³mji⁵⁵	176	ɑ ⁵³ + m j i ⁵⁵	ɑ ⁵³ + m j i ⁵⁵		expert	Hill2017	LingPy:SCA	
5272	we⁵⁵	346	w e ⁵⁵	w e - ⁵⁵		expert	Hill2017	LingPy:SCA	
1177	mjaʔ³¹tʃɿ³⁵	275	m j a ʔ ³¹ + tʃ ɿ ³⁵	m j a ʔ ³¹ + tʃ ɿ - ³⁵		expert	Hill2017	LingPy:SCA	
5276	tẽ²²	636	t ẽ ∼ ²²	t ẽ ∼ ²²		expert	Hill2017	LingPy:SCA	
5277	pɑ⁵³jwɛʔ⁴sheʔ⁴	538	p ɑ ⁵³ + j w ɛ ʔ ⁴ + sʰ e ʔ ⁴	p ɑ - ⁵³ + j w ɛ ʔ ⁴ + sʰ e ʔ ⁴		expert	Hill2017	LingPy:SCA	
1184	mjɔʔ³¹tʃik⁵⁵	275	m j ɔ ʔ ³¹ + tʃ i k ⁵⁵	m j ɔ ʔ ³¹ + tʃ i k ⁵⁵		expert	Hill2017	LingPy:SCA	
5281	mo⁵⁵	129	m o ⁵⁵	m o - - ⁵⁵		expert	Hill2017	LingPy:SCA	
5282	je²²	620	j e ²²	- j e - - ²²		expert	Hill2017	LingPy:SCA	
5284	(tiʔ⁴)◦jɑ²²	226	t i ʔ ⁴ + j ɑ ²²	t i ʔ ⁴ + j ɑ ²²		expert	Hill2017	LingPy:SCA	
5287	ne²²	510	n e ²²	n e ²²		expert	Hill2017	LingPy:SCA	
5290	shɛ²²	83	sʰ ɛ ²²	sʰ ɛ - ²²		expert	Hill2017	LingPy:SCA	
5292	kɑ⁵³sɑ⁵³	493	k ɑ ⁵³ + s ɑ ⁵³	k ɑ ⁵³ + s ɑ ⁵³		expert	Hill2017	LingPy:SCA	
5294	kɑ̃i²²	373	k ɑ̃ i ∼ ²²	k ɑ̃ i ∼ ²²		expert	Hill2017	LingPy:SCA	
5297	ɑ⁵³me²²	628	ɑ ⁵³ + m e ²²	ɑ ⁵³ + m - e - - ²²		expert	Hill2017	LingPy:SCA	
5298	pɑ⁵⁵sɑʔ⁴	219	p ɑ ⁵⁵ + s ɑ ʔ ⁴	p ɑ ⁵⁵ + s ɑ ʔ ⁴		expert	Hill2017	LingPy:SCA	
5299	ŋɑ⁵⁵	262	ŋ ɑ ⁵⁵	ŋ ɑ ⁵⁵		expert	Hill2017	LingPy:SCA	
5300	o²²	48	o ²²	o ²² -		expert	Hill2017	LingPy:SCA	
5301	mi⁵⁵	549	m i ⁵⁵	m - i ⁵⁵		expert	Hill2017	LingPy:SCA	
5308	mɑ⁵³|jɑ⁵⁵	84	m ɑ ⁵³ + j ɑ ⁵⁵	m ɑ - ⁵³ + j ɑ ⁵⁵		expert	Hill2017	LingPy:SCA	
5310	kʰɑ̃u⁵⁵	722	kʰ ɑ̃ u ∼ ⁵⁵	kʰ ɑ̃ u ∼ ⁵⁵		expert	Hill2017	LingPy:SCA	
5311	gɑ̃u⁵⁵	722	g ɑ̃ u ∼ ⁵⁵	g ɑ̃ u ∼ ⁵⁵		expert	Hill2017	LingPy:SCA	
5316	mĩ⁵⁵	408	m ĩ ∼ ⁵⁵	m ĩ ⁵⁵		expert	Hill2017	LingPy:SCA	
5318	lɛʔ⁴tθɛ⁵⁵	126	l ɛ ʔ ⁴ + tθ ɛ ⁵⁵	l ɛ ʔ ⁴ + tθ ɛ - ⁵⁵		expert	Hill2017	LingPy:SCA	
1569	ʂə³¹	141	ʂ ə ³¹	ʂ ə ³¹		expert	Hill2017	LingPy:SCA	
5322	mjĩ²²	73	m j ĩ ∼ ²²	m j ĩ - ²²		expert	Hill2017	LingPy:SCA	
5326	shɑ̃²²pĩ²²	388	sʰ ɑ̃ ∼ ²² + p ĩ ∼ ²²	sʰ ɑ̃ ∼ ²² + p ĩ ∼ ²²		expert	Hill2017	LingPy:SCA	
5327	si⁵⁵	75	s i ⁵⁵	s i ⁵⁵		expert	Hill2017	LingPy:SCA	
1132	tsɔ³⁵	534	ts ɔ ³⁵	ts ɔ ³⁵		expert	Hill2017	LingPy:SCA	
5330	ne²²	291	n e ²²	n - e - - ²²		expert	Hill2017	LingPy:SCA	
5667	tθwɑ⁵⁵	278	tθ w ɑ ⁵⁵	tθ w ɑ ⁵⁵		expert	Hill2017	LingPy:SCA	
5332	jɑʔ⁴	656	j ɑ ʔ ⁴	j ɑ ʔ ⁴		expert	Hill2017	LingPy:SCA	
2254	ɣəi⁵⁵	196	ɣ ə i ⁵⁵	ɣ ə i ⁵⁵		expert	Hill2017	LingPy:SCA	
5334	ɑ⁵³tθi⁵⁵	242	ɑ ⁵³ + tθ i ⁵⁵	ɑ ⁵³ + tθ i ⁵⁵		expert	Hill2017	LingPy:SCA	
5337	n̥ɑ²²kʰɑ̃u⁵⁵	390	n̥ ɑ ²² + kʰ ɑ̃ u ∼ ⁵⁵	n̥ ɑ - ²² + kʰ ɑ̃ u ∼ ⁵⁵		expert	Hill2017	LingPy:SCA	
1243	ve²¹	346	v e ²¹	v e - ²¹		expert	Hill2017	LingPy:SCA	
1244	vɛ³¹	346	v ɛ ³¹	v ɛ - ³¹		expert	Hill2017	LingPy:SCA	
5342	ʨʰɔ⁵⁵	50	tɕʰ ɔ ⁵⁵	tɕʰ - ɔ ⁵⁵		expert	Hill2017	LingPy:SCA	
1247	vɛː³³	346	v ɛː ³³	v ɛː - ³³		expert	Hill2017	LingPy:SCA	
1248	va³⁵	346	v a ³⁵	v a - ³⁵		expert	Hill2017	LingPy:SCA	
1249	vɛ³¹	346	v ɛ ³¹	v ɛ - ³¹		expert	Hill2017	LingPy:SCA	
5347	ɑʔ⁴	411	ɑ ʔ ⁴	- ɑ ʔ ⁴		expert	Hill2017	LingPy:SCA	
3315	tshɛn⁵⁵	123	tsʰ ɛ n ⁵⁵	tsʰ ɛ n ⁵⁵		expert	Hill2017	LingPy:SCA	
5353	ʨɑ⁵⁵	198	tɕ ɑ ⁵⁵	tɕ - ɑ - ⁵⁵		expert	Hill2017	LingPy:SCA	
5355	wɛ²²	283	w ɛ ²²	w ɛ - ²²		expert	Hill2017	LingPy:SCA	
4989	khăk⁵⁵khja⁵⁵	591	kʰ ă k ⁵⁵ + kʰ j a ⁵⁵	kʰ ă k ⁵⁵ + kʰ j a ⁵⁵		expert	Hill2017	LingPy:SCA	
5360	mwe²²	570	m w e ²²	m - w e ²²		expert	Hill2017	LingPy:SCA	
5361	tʰu²²	314	tʰ u ²²	tʰ - u ²²		expert	Hill2017	LingPy:SCA	
5363	mɑʔ⁴	709	m ɑ ʔ ⁴	m ɑ ʔ ⁴		expert	Hill2017	LingPy:SCA	
5365	ŋɛ²²	436	ŋ ɛ ²²	ŋ ɛ - ²²		expert	Hill2017	LingPy:SCA	
5367	sho⁵⁵	702	sʰ o ⁵⁵	sʰ o - ⁵⁵		expert	Hill2017	LingPy:SCA	
5368	ȵɑ̃⁵³	417	nʲ ɑ̃ ∼ ⁵³	nʲ ɑ̃ ∼ ⁵³		expert	Hill2017	LingPy:SCA	
1273	teʔ⁵⁵	243	t e ʔ ⁵⁵	t e ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
4991	khă³³mo³³	380	kʰ ă ³³ + m o ³³	kʰ ă ³³ + m o ³³		expert	Hill2017	LingPy:SCA	
5372	pje⁵³	30	p j e ⁵³	p j e - ⁵³		expert	Hill2017	LingPy:SCA	
1277	a³¹va⁵⁵	423	a ³¹ + v a ⁵⁵	a ³¹ + v a - ⁵⁵		expert	Hill2017	LingPy:SCA	
1280	a⁵⁵pho⁵³	118	a ⁵⁵ + pʰ o ⁵³	a ⁵⁵ + pʰ o ⁵³		expert	Hill2017	LingPy:SCA	
4992	mhə̆³¹mɛ³¹	178	m̥ ə̆ ³¹ + m ɛ ³¹	m̥ ə̆ ³¹ + m ɛ ³¹		expert	Hill2017	LingPy:SCA	
1283	po³¹	647	p o ³¹	p o ³¹		expert	Hill2017	LingPy:SCA	
5381	tθoʔ⁴	347	tθ o ʔ ⁴	tθ o ʔ ⁴		expert	Hill2017	LingPy:SCA	
5382	mĩ⁵⁵◦to⁵³	131	m ĩ ∼ ⁵⁵ + t o ⁵³	m ĩ - ⁵⁵ + t o - ⁵³		expert	Hill2017	LingPy:SCA	
5386	ɑ⁵³pwĩ⁵³	404	ɑ ⁵³ + p w ĩ ∼ ⁵³	ɑ ⁵³ + p w ĩ ∼ ⁵³		expert	Hill2017	LingPy:SCA	
4994	xɔ³¹lɔ³¹	550	x ɔ ³¹ + l ɔ ³¹	x ɔ ³¹ + l ɔ ³¹		expert	Hill2017	LingPy:SCA	
5677	ɑ⁵³◦bɛ²²m̥ɑ²²	42	ɑ ⁵³ + b ɛ ²² + m̥ ɑ ²²	ɑ ⁵³ + b ɛ - ²² + m̥ ɑ ²²		expert	Hill2017	LingPy:SCA	
2498	jauk³¹kai³¹	561	j a u k ³¹ + k a i ³¹	j a u k ³¹ + k - a i ³¹		expert	Hill2017	LingPy:SCA	
1298	a³¹mui³¹	396	a ³¹ + m u i ³¹	a ³¹ + m u i ³¹		expert	Hill2017	LingPy:SCA	
1299	ʃŏ²¹mau⁵⁵	6	ʃ ŏ ²¹ + m a u ⁵⁵	ʃ ŏ ²¹ + m a u ⁵⁵		expert	Hill2017	LingPy:SCA	
1301	a³¹mau³⁵	396	a ³¹ + m a u ³⁵	a ³¹ + m a u ³⁵		expert	Hill2017	LingPy:SCA	
5398	tʰɛʔ⁴	602	tʰ ɛ ʔ ⁴	tʰ ɛ ʔ ⁴		expert	Hill2017	LingPy:SCA	
1303	sŏ⁵⁵mou⁵⁵	6	s ŏ ⁵⁵ + m o u ⁵⁵	s ŏ ⁵⁵ + m o u ⁵⁵		expert	Hill2017	LingPy:SCA	
5400	tθɑ⁵⁵	56	tθ ɑ ⁵⁵	tθ ɑ ⁵⁵		expert	Hill2017	LingPy:SCA	
5401	lĩ²²	569	l ĩ ∼ ²²	l ĩ ²²		expert	Hill2017	LingPy:SCA	
5404	tθiʔ⁴	94	tθ i ʔ ⁴	tθ i ʔ ⁴		expert	Hill2017	LingPy:SCA	
2266	a³¹xʐoʔ⁵⁵	590	a ³¹ + x ʐ o ʔ ⁵⁵	a ³¹ + x ʐ o ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
5406	kʰwe⁵⁵	77	kʰ w e ⁵⁵	kʰ w e - ⁵⁵		expert	Hill2017	LingPy:SCA	
5415	ŋɑ²²◦to⁵³	587	ŋ ɑ ²² + t o ⁵³	ŋ ɑ ²² + t o - ⁵³		expert	Hill2017	LingPy:SCA	
5416	ʨʰɑuʔ⁴	422	tɕʰ ɑ u ʔ ⁴	tɕʰ - ɑ u ʔ ⁴		expert	Hill2017	LingPy:SCA	
6364	jɑ²²	11	j ɑ ²²	j ɑ ²²		expert	Hill2017	LingPy:SCA	
5418	le⁵⁵	532	l e ⁵⁵	l e ⁵⁵		expert	Hill2017	LingPy:SCA	
5419	ɑ⁵³jwɛʔ⁴	590	ɑ ⁵³ + j w ɛ ʔ ⁴	ɑ ⁵³ + j w ɛ ʔ ⁴		expert	Hill2017	LingPy:SCA	
5422	tθɑʔ⁴	499	tθ ɑ ʔ ⁴	tθ ɑ ʔ ⁴		expert	Hill2017	LingPy:SCA	
5424	ni²²	92	n i ²²	n i ²²		expert	Hill2017	LingPy:SCA	
5425	kɑ̃²²	625	k ɑ̃ ∼ ²²	k ɑ̃ ∼ ²²		expert	Hill2017	LingPy:SCA	
5427	û⁵³	12	u ⁵³	u - - ⁵³		expert	Hill2017	LingPy:SCA	
5428	mi²²tθu²²	285	m i ²² + tθ u ²²	m i - ²² + tθ u ²²		expert	Hill2017	LingPy:SCA	
5429	bɛ²²tθu²²	619	b ɛ ²² + tθ u ²²	b ɛ - ²² + tθ u ²²		expert	Hill2017	LingPy:SCA	
5430	tʰo²²◦ɑ⁵³nɑ⁵⁵	101	tʰ o ²² + ɑ ⁵³ + n ɑ ⁵⁵	tʰ o - ²² + ɑ ⁵³ + n ɑ ⁵⁵		expert	Hill2017	LingPy:SCA	
5437	kʰu⁵³n̥iʔ⁴	412	kʰ u ⁵³ + n̥ i ʔ ⁴	kʰ u ⁵³ + n̥ - i ʔ ⁴		expert	Hill2017	LingPy:SCA	
5438	pĩ²²lɛ²²	384	p ĩ ²² + l ɛ ²²	p ĩ ²² + l ɛ ²²		expert	Hill2017	LingPy:SCA	
5441	pʰõ²²	228	pʰ õ ∼ ²²	pʰ õ ∼ ²²		expert	Hill2017	LingPy:SCA	
5447	shwɛ⁵⁵	540	sʰ w ɛ ⁵⁵	sʰ w ɛ - ⁵⁵		expert	Hill2017	LingPy:SCA	
1352	tek⁵⁵kɔ³¹	374	t e k ⁵⁵ + k ɔ ³¹	t e k ⁵⁵ + k ɔ ³¹		expert	Hill2017	LingPy:SCA	
5451	tθe²²	168	tθ e ²²	tθ e - - ²²		expert	Hill2017	LingPy:SCA	
5452	mi⁵⁵kʰo⁵⁵	491	m i ⁵⁵ + kʰ o ⁵⁵	m - i ⁵⁵ + kʰ o - - ⁵⁵		expert	Hill2017	LingPy:SCA	
5453	tθõ⁵⁵	477	tθ õ ∼ ⁵⁵	tθ õ - ⁵⁵		expert	Hill2017	LingPy:SCA	
1361	ta³⁵kɔ³⁵	374	t a ³⁵ + k ɔ ³⁵	t a - ³⁵ + k ɔ ³⁵		expert	Hill2017	LingPy:SCA	
5459	ȵiʔ⁴pɑʔ⁴	716	nʲ i ʔ ⁴ + p ɑ ʔ ⁴	nʲ i ʔ ⁴ + p ɑ ʔ ⁴		expert	Hill2017	LingPy:SCA	
1364	pɛʔ³¹la̱m³⁵	616	p ɛ ʔ ³¹ + l a̰ m ³⁵	p ɛ - ʔ ³¹ + l a̰ m ³⁵		expert	Hill2017	LingPy:SCA	
1365	pat³¹kɔ⁵⁵	664	p a t ³¹ + k ɔ ⁵⁵	p a - t ³¹ + k ɔ ⁵⁵		expert	Hill2017	LingPy:SCA	
1366	pɛʔ³¹la̱m³¹	616	p ɛ ʔ ³¹ + l a̰ m ³¹	p ɛ - ʔ ³¹ + l a̰ m ³¹		expert	Hill2017	LingPy:SCA	
5466	mjĩ⁵⁵	686	m j ĩ ⁵⁵	m j ĩ - ⁵⁵		expert	Hill2017	LingPy:SCA	
5469	le²²	247	l e ²²	l e - ²²		expert	Hill2017	LingPy:SCA	
5470	ɑ⁵³mɛ⁵⁵lɑiʔ⁴	70	ɑ ⁵³ + m ɛ ⁵⁵ + l ɑ i ʔ ⁴	ɑ ⁵³ + m ɛ - ⁵⁵ + l ɑ i ʔ ⁴		expert	Hill2017	LingPy:SCA	
5472	tθiʔ⁴tõ⁵⁵	1	tθ i ʔ ⁴ + t õ ∼ ⁵⁵	tθ i ʔ ⁴ + t õ - ⁵⁵		expert	Hill2017	LingPy:SCA	
5476	tɑ̃u²²pɑ̃²²	527	t ɑ̃ u ∼ ²² + p ɑ̃ ∼ ²²	t ɑ̃ u ∼ ²² + p ɑ̃ ∼ ²²		expert	Hill2017	LingPy:SCA	
5478	piʔ⁴	685	p i ʔ ⁴	p - i ʔ ⁴		expert	Hill2017	LingPy:SCA	
5482	pɔ⁵³	23	p ɔ ⁵³	p ɔ ⁵³		expert	Hill2017	LingPy:SCA	
5483	ji²²	196	j i ²²	j i - ²²		expert	Hill2017	LingPy:SCA	
5489	du⁵⁵	705	d u ⁵⁵	d u ⁵⁵		expert	Hill2017	LingPy:SCA	
1394	poi³¹	60	p o i ³¹	p o i ³¹		expert	Hill2017	LingPy:SCA	
5491	i²²◦twĩ²²	108	i ²² + t w ĩ ∼ ²²	i ²² + t w ĩ ∼ ²²		expert	Hill2017	LingPy:SCA	
1396	mji²¹	549	m j i ²¹	m j i ²¹		expert	Hill2017	LingPy:SCA	
1397	mi³¹	549	m i ³¹	m - i ³¹		expert	Hill2017	LingPy:SCA	
5494	mjɛʔ⁴si⁵³	275	m j ɛ ʔ ⁴ + s i ⁵³	m j ɛ ʔ ⁴ + s i - ⁵³		expert	Hill2017	LingPy:SCA	
1400	mji³³	549	m j i ³³	m j i ³³		expert	Hill2017	LingPy:SCA	
1401	mji³⁵	549	m j i ³⁵	m j i ³⁵		expert	Hill2017	LingPy:SCA	
1402	n̩⁵⁵pui³¹	90	n̩ ⁵⁵ + p u i ³¹	n̩ ⁵⁵ + p u i ³¹		expert	Hill2017	LingPy:SCA	
1403	n̩⁵⁵pui³¹	90	n̩ ⁵⁵ + p u i ³¹	n̩ ⁵⁵ + p u i ³¹		expert	Hill2017	LingPy:SCA	
5500	n̥ɑʔ⁴ȵiʔ⁴	557	n̥ ɑ ʔ ⁴ + nʲ i ʔ ⁴	n̥ ɑ ʔ ⁴ + nʲ i ʔ ⁴		expert	Hill2017	LingPy:SCA	
5502	kɑ̃u⁵⁵	273	k ɑ̃ u ∼ ⁵⁵	k ɑ̃ u ∼ ⁵⁵		expert	Hill2017	LingPy:SCA	
1407	ŋa³¹ʂua³¹	241	ŋ a ³¹ + ʂ u a ³¹	ŋ a ³¹ + ʂ u a ³¹		expert	Hill2017	LingPy:SCA	
5505	tθiʔ⁴pĩ²²	46	tθ i ʔ ⁴ + p ĩ ∼ ²²	tθ i ʔ ⁴ + p ĩ ²²		expert	Hill2017	LingPy:SCA	
5506	tθɛ⁵⁵	486	tθ ɛ ⁵⁵	tθ ɛ ⁵⁵		expert	Hill2017	LingPy:SCA	
1411	ŋə̆³¹ta³¹	690	ŋ ə̆ ³¹ + t a ³¹	ŋ ə̆ ³¹ + t a ³¹		expert	Hill2017	LingPy:SCA	
918	tau³⁵	559	t a u ³⁵	t a u ³⁵		expert	Hill2017	LingPy:SCA	
1414	ŋə̆³¹tso³³	690	ŋ ə̆ ³¹ + ts o ³³	ŋ ə̆ ³¹ + ts o ³³		expert	Hill2017	LingPy:SCA	
1415	ŋə̆³¹tsɔ³¹	690	ŋ ə̆ ³¹ + ts ɔ ³¹	ŋ ə̆ ³¹ + ts ɔ ³¹		expert	Hill2017	LingPy:SCA	
5512	ɑ⁵³bɛ²²	533	ɑ ⁵³ + b ɛ ²²	ɑ ⁵³ + b ɛ - ²²		expert	Hill2017	LingPy:SCA	
1417	ŋ̊ɔ̆³¹ʂɔ³¹	241	ŋ̊ ɔ̆ ³¹ + ʂ ɔ ³¹	ŋ̊ ɔ̆ ³¹ + ʂ - ɔ ³¹		expert	Hill2017	LingPy:SCA	
5514	twe⁵⁵	416	t w e ⁵⁵	t w e ⁵⁵		expert	Hill2017	LingPy:SCA	
5516	tu⁵⁵	559	t u ⁵⁵	t u - ⁵⁵		expert	Hill2017	LingPy:SCA	
5517	tõ⁵⁵lõ⁵⁵ɬɛ⁵⁵	470	t õ ∼ ⁵⁵ + l õ ∼ ⁵⁵ + ɬ ɛ ⁵⁵	t õ - ⁵⁵ + l õ - ⁵⁵ + ɬ ɛ - ⁵⁵		expert	Hill2017	LingPy:SCA	
5518	wɑ⁵⁵	723	w ɑ ⁵⁵	w ɑ ⁵⁵		expert	Hill2017	LingPy:SCA	
1423	ŋo²¹	503	ŋ o ²¹	ŋ o ²¹		expert	Hill2017	LingPy:SCA	
1424	ŋa³¹	503	ŋ a ³¹	ŋ a ³¹		expert	Hill2017	LingPy:SCA	
5522	je²²	457	j e ²²	j e ²²		expert	Hill2017	LingPy:SCA	
1427	ŋ³³	503	ŋ ³³	ŋ - ³³		expert	Hill2017	LingPy:SCA	
1428	ŋɔ⁵⁵	503	ŋ ɔ ⁵⁵	ŋ ɔ ⁵⁵		expert	Hill2017	LingPy:SCA	
1429	ŋɔ³¹	503	ŋ ɔ ³¹	ŋ ɔ ³¹		expert	Hill2017	LingPy:SCA	
5527	ɑ⁵³pʰe²²	118	ɑ ⁵³ + pʰ e ²²	ɑ ⁵³ + pʰ e ²²		expert	Hill2017	LingPy:SCA	
5528	nɛʔ⁴	36	n ɛ ʔ ⁴	n ɛ ʔ ⁴		expert	Hill2017	LingPy:SCA	
1433	ȵə³¹	393	nʲ ə ³¹	nʲ ə ³¹		expert	Hill2017	LingPy:SCA	
5530	nɑ²²mɛ²²	359	n ɑ ²² + m ɛ ²²	n ɑ ²² + m - ɛ - ²²		expert	Hill2017	LingPy:SCA	
1435	mju²¹	185	m j u ²¹	m j u - ²¹		expert	Hill2017	LingPy:SCA	
1437	mjuŋ³¹	185	m j u ŋ ³¹	m j u ŋ ³¹		expert	Hill2017	LingPy:SCA	
5534	pʰju²²	368	pʰ j u ²²	pʰ j u ²²		expert	Hill2017	LingPy:SCA	
1439	kjaːm⁵⁵	55	k j aː m ⁵⁵	k j aː m ⁵⁵		expert	Hill2017	LingPy:SCA	
5536	wɛʔ⁴	539	w ɛ ʔ ⁴	w ɛ ʔ ⁴		expert	Hill2017	LingPy:SCA	
5537	pʰjɑ̃u⁵³	460	pʰ j ɑ̃ u ∼ ⁵³	pʰ j ɑ̃ u ∼ ⁵³		expert	Hill2017	LingPy:SCA	
5541	tʰwe⁵⁵	71	tʰ w e ⁵⁵	tʰ w e ⁵⁵		expert	Hill2017	LingPy:SCA	
5542	tθɑuʔ⁴	713	tθ ɑ u ʔ ⁴	tθ ɑ u ʔ ⁴		expert	Hill2017	LingPy:SCA	
1447	jui⁵¹	682	j u i ⁵¹	j u i - ⁵¹		expert	Hill2017	LingPy:SCA	
5544	eʔ⁴	165	e ʔ ⁴	- e ʔ ⁴		expert	Hill2017	LingPy:SCA	
5545	ŋ̊ɛʔ⁴	117	ŋ̊ ɛ ʔ ⁴	ŋ̊ ɛ ʔ ⁴		expert	Hill2017	LingPy:SCA	
1450	jaːu³¹	682	j aː u ³¹	j aː u - ³¹		expert	Hill2017	LingPy:SCA	
1451	juk³¹	682	j u k ³¹	j u - k ³¹		expert	Hill2017	LingPy:SCA	
5548	lɑ⁵³	18	l ɑ ⁵³	l ɑ - ⁵³		expert	Hill2017	LingPy:SCA	
