ID	Language_name	Language_ID	Parameter_name	Parameter_ID	Value	Form	Segments	Motivation_structure	Source	Comment
6465	Rangoon	nucl1310	to chew	321	wɑ⁵⁵	wɑ⁵⁵	w ɑ ⁵⁵		Huang1992,Matisoff2015	
6466	Achang_Longchuan	long1373	to chew	321	mam³¹	mam³¹	m a m ³¹	chew	Huang1992,Matisoff2015	
6467	Lashi	lash1242	horizontal	2376	pji̱ː³³	pji̱ː³³	p j ḭː ³³	horizontal	Huang1992,Matisoff2015	
6468	Atsi	zaiw1240	the sparrow	1854	tʃo⁵¹khjaŋ⁵⁵	tʃo⁵¹kʰjaŋ⁵⁵	tʃ o ⁵¹ + kʰ j a ŋ ⁵⁵		Huang1992,Matisoff2015	
6469	Atsi	zaiw1240	inside	1606	a²¹khau⁵¹	a²¹kʰau⁵¹	a ²¹ + kʰ a u ⁵¹	a-prefix inside	Huang1992,Matisoff2015	
6470	Achang_Longchuan	long1373	the sickle	341	ʐit⁵⁵mɔʔ³¹	ʐit⁵⁵mɔʔ³¹	ʐ i t ⁵⁵ + m ɔ ʔ ³¹	sickle-net mo-suffix	Huang1992,Matisoff2015	
6472	Lashi	lash1242	the foot	1301	khjei³³	kʰjei³³	kʰ j e i ³³	foot	Huang1992,Matisoff2015	
6540	Lashi	lash1242	the skin	763	ʃŏ⁵⁵ku̱k⁵⁵	ʃŏ⁵⁵ku̱k⁵⁵	ʃ ŏ ⁵⁵ + k ṵ k ⁵⁵	meat skin	Huang1992,Matisoff2015	
6474	Lashi	lash1242	early	672	nɔːʔ⁵⁵	nɔːʔ⁵⁵	n ɔː ʔ ⁵⁵	early	Huang1992,Matisoff2015	
6475	Lashi	lash1242	late	477	nɛː⁵⁵	nɛː⁵⁵	n ɛː ⁵⁵	late-slow	Huang1992,Matisoff2015	
6476	Xiandao	xian1249	tomorrow	1329	n̥a³¹ʐɔ⁵⁵	n̥a³¹ʐɔ⁵⁵	n̥ a ³¹ + ʐ ɔ ⁵⁵		Huang1992,Matisoff2015	
6478	Atsi	zaiw1240	the flea	232	khĕ⁵⁵la̱i²¹	kʰĕ⁵⁵la̱i²¹	kʰ ĕ ⁵⁵ + l a̰ i ²¹	? flea	Huang1992,Matisoff2015	
6479	Atsi	zaiw1240	the nit	267	ʃin²¹u⁵⁵	ʃin²¹u⁵⁵	ʃ i n ²¹ + u ⁵⁵	louse egg	Huang1992,Matisoff2015	
6481	Lashi	lash1242	the thunder	1150	mou³³kɔm³³	mou³³kɔm³³	m o u ³³ + k ɔ m ³³	sky-1 thunder	Huang1992,Matisoff2015	
6482	Atsi	zaiw1240	the mosquito	1509	kja̱ŋ⁵¹	kja̱ŋ⁵¹	k j a̰ ŋ ⁵¹	mosquito	Huang1992,Matisoff2015	
6483	Lashi	lash1242	hard	1884	kju̱ːŋ³³	kju̱ːŋ³³	k j ṵː ŋ ³³	hard	Huang1992,Matisoff2015	
6484	Atsi	zaiw1240	the spider	843	lă²¹kaŋ²¹	lă²¹kaŋ²¹	l ă ²¹ + k a ŋ ²¹	one spider	Huang1992,Matisoff2015	
6485	Lashi	lash1242	the hail	609	lək³¹	lək³¹	l ə k ³¹	hail	Huang1992,Matisoff2015	
6486	Lashi	lash1242	the frost	2034	ŋa̱n³³phiu³³	ŋa̱n³³pʰiu³³	ŋ a̰ n ³³ + pʰ i u ³³	icy-thing white	Huang1992,Matisoff2015	
6487	Lashi	lash1242	the dew	1977	ŋa̱n³³tʃu⁵⁵	ŋa̱n³³tʃu⁵⁵	ŋ a̰ n ³³ + tʃ u ⁵⁵	icy-thing dew	Huang1992,Matisoff2015	
6489	Xiandao	xian1249	I [first person singular]	1209	ŋɔ⁵⁵	ŋɔ⁵⁵	ŋ ɔ ⁵⁵	I-me	Huang1992,Matisoff2015	
2394	Atsi	zaiw1240	light (of weight)	1052	som²¹  | 1015.30	som²¹	s o m ²¹	light	Huang1992,Matisoff2015	
2395	Bola	pela1242	light (of weight)	1052	sø̃³⁵  | 1015.32	sø̃³⁵	s ø̃ ∼ ³⁵		Huang1992,Matisoff2015	
2396	Lashi	lash1242	light (of weight)	1052	suːm⁵⁵  | 1015.33	suːm⁵⁵	s uː m ⁵⁵	light	Huang1992,Matisoff2015	
2397	Maru	maru1249	light (of weight)	1052	sum³⁵  | 1015.31	sum³⁵	s u m ³⁵	light	Huang1992,Matisoff2015	
2398	Xiandao	xian1249	light (of weight)	1052	jaŋ⁵⁵  | 1015.29	jaŋ⁵⁵	j a ŋ ⁵⁵	lightweight	Huang1992,Matisoff2015	
6495	Atsi	zaiw1240	shy	487	xoʔ⁵⁵	xoʔ⁵⁵	x o ʔ ⁵⁵	shy	Huang1992,Matisoff2015	
6496	Rangoon	nucl1310	to cry (weep)	1420	ŋo²²	ŋo²²	ŋ o ²²		Huang1992,Matisoff2015	
6498	Rangoon	nucl1310	noon	12	ne⁵³lɛ²² (pɑ̃i⁵⁵)	ne⁵³lɛ²²◦(pɑ̃i⁵⁵)	n e ⁵³ + l ɛ ²² + p ɑ̃ i ∼ ⁵⁵		Huang1992,Matisoff2015	
6499	Lashi	lash1242	salty	1091	khɔː⁵⁵	kʰɔː⁵⁵	kʰ ɔː ⁵⁵	bitter	Huang1992,Matisoff2015	looks like bitter to me
6501	Rangoon	nucl1310	firewood	10	thĩ⁵⁵	tʰĩ⁵⁵	tʰ ĩ ∼ ⁵⁵	firewood	Huang1992,Matisoff2015	
6502	Lashi	lash1242	to be alive	1422	tə³¹tsə⁵⁵	tə³¹ʦə⁵⁵	t ə ³¹ + ts ə ⁵⁵		Huang1992,Matisoff2015	
6503	Lashi	lash1242	the front (front side)	2194	ʃə̱k⁵⁵	ʃə̱k⁵⁵	ʃ ə̰ k ⁵⁵		Huang1992,Matisoff2015	
6504	Bola	pela1242	to chew	321	va³¹	va³¹	v a ³¹	chew	Huang1992,Matisoff2015	
6505	Maru	maru1249	the stick	1295	və̆⁵⁵sɛ³⁵	və̆⁵⁵sɛ³⁵	v ə̆ ⁵⁵ + s ɛ ³⁵		Huang1992,Matisoff2015	
6506	Maru	maru1249	shy	487	xɔʔ⁵⁵	xɔʔ⁵⁵	x ɔ ʔ ⁵⁵		Huang1992,Matisoff2015	
6507	Atsi	zaiw1240	the wheat	1077	mə⁵⁵ja²¹ŋjaŋ²¹	mə⁵⁵ja²¹ŋjaŋ²¹	m ə ⁵⁵ + j a ²¹ + ŋ j a ŋ ²¹	grain wheat	Huang1992,Matisoff2015	
6508	Achang_Longchuan	long1373	to plant (vegetals, rice)	1486	sɔ³¹	sɔ³¹	s ɔ ³¹	plant-v	Huang1992,Matisoff2015	
6510	Achang_Longchuan	long1373	middle	1093	a³¹kuŋ⁵⁵	a³¹kuŋ⁵⁵	a ³¹ + k u ŋ ⁵⁵	a-prefix middle	Huang1992,Matisoff2015	
6511	Bola	pela1242	shy	487	xaʔ⁵⁵	xaʔ⁵⁵	x a ʔ ⁵⁵	shy	Huang1992,Matisoff2015	
6512	Achang_Longchuan	long1373	right	1019	lɔʔ³¹ʑɔ⁵⁵pa³¹	lɔʔ³¹ʑɔ⁵⁵pa³¹	l ɔ ʔ ³¹ + ʑ ɔ ⁵⁵ + p a ³¹	hand right dir	Huang1992,Matisoff2015	
6513	Achang_Longchuan	long1373	the front (front side)	2194	ȵɔʔ⁵⁵siʔ³¹	ȵɔʔ⁵⁵siʔ³¹	nʲ ɔ ʔ ⁵⁵ + s i ʔ ³¹	face front	Huang1992,Matisoff2015	
6514	Achang_Longchuan	long1373	outside	762	a³¹nɔk⁵⁵	a³¹nɔk⁵⁵	a ³¹ + n ɔ k ⁵⁵	a-prefix outside	Huang1992,Matisoff2015	
6515	Achang_Longchuan	long1373	inside	1606	a³¹xau⁵⁵	a³¹xau⁵⁵	a ³¹ + x a u ⁵⁵	a-prefix inside	Huang1992,Matisoff2015	
2420	Achang_Longchuan	long1373	the liver	1224	a³¹ ʂəŋ³¹  | 0145.28	a³¹ʂəŋ³¹	a ³¹ + ʂ ə ŋ ³¹	a-prefix liver	Huang1992,Matisoff2015	
6519	Lashi	lash1242	the lip (the lips)	478	nua̱t⁵⁵ku̱k⁵⁵	nua̱t⁵⁵ku̱k⁵⁵	n u a̰ t ⁵⁵ + k ṵ k ⁵⁵	mouth skin	Huang1992,Matisoff2015	
6521	Xiandao	xian1249	round	1395	lum³¹	lum³¹	l u m ³¹	round	Huang1992,Matisoff2015	
6522	Atsi	zaiw1240	to chew	321	ne̱²¹	ne̱²¹	n ḛ ²¹	chew	Huang1992,Matisoff2015	
6523	Achang_Longchuan	long1373	above	1741	a³¹lum³¹	a³¹lum³¹	a ³¹ + l u m ³¹	a-prefix round	Huang1992,Matisoff2015	
6524	Achang_Longchuan	long1373	below, under	1485	a³¹the⁵¹	a³¹tʰe⁵¹	a ³¹ + tʰ e ⁵¹	a-prefix below	Huang1992,Matisoff2015	
6525	Maru	maru1249	the sickle	341	ʃɛ̃³¹ŋø̱³⁵	ʃɛ̃³¹ŋø̱³⁵	ʃ ɛ̃ ∼ ³¹ + ŋ ø̰ ³⁵	knife net-sickle	Huang1992,Matisoff2015	
6526	Xiandao	xian1249	horizontal	2376	a³¹faŋ³¹	a³¹faŋ³¹	a ³¹ + f a ŋ ³¹	a-prefix horizontal	Huang1992,Matisoff2015	
2431	Lashi	lash1242	the liver	1224	səŋ⁵⁵  | 0145.33	səŋ⁵⁵	s ə ŋ ⁵⁵	liver	Huang1992,Matisoff2015	
6528	Achang_Longchuan	long1373	today	1283	xai⁵⁵ȵen³¹	xai⁵⁵ȵen³¹	x a i ⁵⁵ + nʲ e n ³¹	this day	Huang1992,Matisoff2015	
6529	Achang_Longchuan	long1373	yesterday	1174	man³⁵	man³⁵	m a n ³⁵	yesterday	Huang1992,Matisoff2015	
2434	Maru	maru1249	the liver	1224	saŋ³⁵  | 0145.31	saŋ³⁵	s a ŋ ³⁵	liver	Huang1992,Matisoff2015	
6531	Rangoon	nucl1310	the stick	1295	toʔ⁴	toʔ⁴	t o ʔ ⁴		Huang1992,Matisoff2015	
6532	Achang_Longchuan	long1373	tomorrow	1329	phă⁵⁵nap⁵⁵	pʰă⁵⁵nap⁵⁵	pʰ ă ⁵⁵ + n a p ⁵⁵		Huang1992,Matisoff2015	
6533	Bola	pela1242	to plant (vegetals, rice)	1486	xa³⁵	xa³⁵	x a ³⁵	plant-v	Huang1992,Matisoff2015	
6534	Achang_Longchuan	long1373	morning	1339	ni³¹ʐua³¹	ni³¹ʐua³¹	n i ³¹ + ʐ u a ³¹	day-sun morning?	Huang1992,Matisoff2015	
6535	Achang_Longchuan	long1373	noon	12	ni³¹kuŋ⁵⁵	ni³¹kuŋ⁵⁵	n i ³¹ + k u ŋ ⁵⁵	day-sun middle	Huang1992,Matisoff2015	
6536	Xiandao	xian1249	early	672	nɔʔ⁵⁵	nɔʔ⁵⁵	n ɔ ʔ ⁵⁵	early	Huang1992,Matisoff2015	
6537	Xiandao	xian1249	late	477	kɯm⁵⁵	kɯm⁵⁵	k ɯ m ⁵⁵	late	Huang1992,Matisoff2015	
6538	Xiandao	xian1249	the thunder	1150	mau³¹cau³¹	mau³¹cau³¹	m a u ³¹ + c a u ³¹	sky thunder	Huang1992,Matisoff2015	
2455	Xiandao	xian1249	long	1203	sɤŋ⁵⁵  | 0972.29	sɤŋ⁵⁵	s ɤ ŋ ⁵⁵	long	Huang1992,Matisoff2015	
2444	Achang_Longchuan	long1373	long	1203	səŋ⁵⁵  | 0972.28	səŋ⁵⁵	s ə ŋ ⁵⁵	long	Huang1992,Matisoff2015	
6541	Bola	pela1242	today	1283	a³¹khə̆³¹nɛʔ³¹	a³¹kʰə̆³¹nɛʔ³¹	a ³¹ + kʰ ə̆ ³¹ + n ɛ ʔ ³¹	a-prefix ? day-2	Huang1992,Matisoff2015	
6542	Xiandao	xian1249	the hail	609	niʔ³¹	niʔ³¹	n i ʔ ³¹	hail	Huang1992,Matisoff2015	
2447	Atsi	zaiw1240	long	1203	xiŋ⁵¹  | 0972.30	xiŋ⁵¹	x i ŋ ⁵¹	long	Huang1992,Matisoff2015	
6544	Xiandao	xian1249	the dew	1977	tshɛ³¹	ʦhɛ³¹	tsʰ ɛ ³¹	dew	Huang1992,Matisoff2015	
2449	Bola	pela1242	long	1203	xaŋ⁵⁵  | 0972.32	xaŋ⁵⁵	x a ŋ ⁵⁵	long	Huang1992,Matisoff2015	
6547	Xiandao	xian1249	hard	1884	kʐak⁵⁵	kʐak⁵⁵	k ʐ a k ⁵⁵	hard	Huang1992,Matisoff2015	
2452	Lashi	lash1242	long	1203	ʃə̱ːŋ³³  | 0972.33	ʃə̱ːŋ³³	ʃ ə̰ː ŋ ³³	long	Huang1992,Matisoff2015	
6549	Bola	pela1242	I [first person singular]	1209	ŋa⁵⁵	ŋa⁵⁵	ŋ a ⁵⁵	I-me	Huang1992,Matisoff2015	
6550	Atsi	zaiw1240	the fox	1312	tan⁵⁵khui²¹	tan⁵⁵kʰui²¹	t a n ⁵⁵ + kʰ u i ²¹	fox? dog	Huang1992,Matisoff2015	
6551	Lashi	lash1242	the lung	688	tsɔ̱t⁵⁵	ʦɔ̱t⁵⁵	ts ɔ̰ t ⁵⁵	lung	Huang1992,Matisoff2015	
6552	Bola	pela1242	he or she [third person singular]	262	jɔ̃³¹	jɔ̃³¹	j ɔ̃ ∼ ³¹	he	Huang1992,Matisoff2015	
6553	Lashi	lash1242	morning	1339	nap³¹sɔn⁵⁵	nap³¹sɔn⁵⁵	n a p ³¹ + s ɔ n ⁵⁵	not-today ?	Huang1992,Matisoff2015	
6556	Atsi	zaiw1240	to cry (weep)	1420	ŋau⁵¹	ŋau⁵¹	ŋ a u ⁵¹	cry	Huang1992,Matisoff2015	
6557	Xiandao	xian1249	the mud	640	ɲ̇on⁵⁵	ɲ̇on⁵⁵	†ɲ̇ o n ⁵⁵	mud	Huang1992,Matisoff2015	
6558	Xiandao	xian1249	young	1207	ʐam³¹	ʐam³¹	ʐ a m ³¹	young	Huang1992,Matisoff2015	
6559	Rangoon	nucl1310	the daughter	1357	tθɑ⁵³mi⁵⁵	tθɑ⁵³mi⁵⁵	tθ ɑ ⁵³ + m i ⁵⁵		Huang1992,Matisoff2015	
6560	Maru	maru1249	to plant (vegetals, rice)	1486	xɔ³⁵	xɔ³⁵	x ɔ ³⁵		Huang1992,Matisoff2015	
6561	Bola	pela1242	round	1395	lam³¹	lam³¹	l a m ³¹	round-1	Huang1992,Matisoff2015	
2468	Achang_Longchuan	long1373	the louse	1392	ʂan³¹  | 0356.28	ʂan³¹	ʂ a n ³¹	louse	Huang1992,Matisoff2015	
6565	Rangoon	nucl1310	shy	487	ɕɛʔ⁴	ɕɛʔ⁴	ɕ ɛ ʔ ⁴		Huang1992,Matisoff2015	
6566	Maru	maru1249	the mouse or rat	2139	ɣuk³¹nɔʔ³¹	ɣuk³¹nɔʔ³¹	ɣ u k ³¹ + n ɔ ʔ ³¹	mouse black	Huang1992,Matisoff2015	
2471	Atsi	zaiw1240	the louse	1392	ʃin²¹  | 0356.30	ʃin²¹	ʃ i n ²¹	louse	Huang1992,Matisoff2015	
2473	Bola	pela1242	the louse	1392	ʃɔn³⁵  | 0356.32	ʃɔn³⁵	ʃ ɔ n ³⁵	louse	Huang1992,Matisoff2015	
6570	Lashi	lash1242	the tiger	846	lə̆³³mo⁵⁵	lə̆³³mo⁵⁵	l ə̆ ³³ + m o ⁵⁵	tiger mo-suffix	Huang1992,Matisoff2015	
2475	Lashi	lash1242	the louse	1392	ʃɛ̱n⁵⁵  | 0356.33	ʃɛ̱n⁵⁵	ʃ ɛ̰ n ⁵⁵	louse	Huang1992,Matisoff2015	
2476	Maru	maru1249	the louse	1392	ʃiŋ³⁵  | 0356.31	ʃiŋ³⁵	ʃ i ŋ ³⁵	louse	Huang1992,Matisoff2015	
6573	Maru	maru1249	the front (front side)	2194	xak⁵⁵	xak⁵⁵	x a k ⁵⁵		Huang1992,Matisoff2015	
2478	Xiandao	xian1249	the louse	1392	ʂan³¹  | 0356.29	ʂan³¹	ʂ a n ³¹	louse	Huang1992,Matisoff2015	
6575	Maru	maru1249	inside	1606	a³¹khuk³¹	a³¹kʰuk³¹	a ³¹ + kʰ u k ³¹	a-prefix inside	Huang1992,Matisoff2015	
6576	Atsi	zaiw1240	firewood	10	thaŋ²¹	tʰaŋ²¹	tʰ a ŋ ²¹	firewood	Huang1992,Matisoff2015	
6577	Xiandao	xian1249	the lip (the lips)	478	n̥ut⁵⁵ʐɿ⁵⁵	n̥ut⁵⁵ʐɿ⁵⁵	n̥ u t ⁵⁵ + ʐ ɿ ⁵⁵	mouth skin	Huang1992,Matisoff2015	
6578	Rangoon	nucl1310	hot	1286	ɑiʔ⁴	ɑiʔ⁴	ɑ i ʔ ⁴	hot	Huang1992,Matisoff2015	
6580	Xiandao	xian1249	the shoulder	1482	lɔʔ³¹san⁵⁵	lɔʔ³¹san⁵⁵	l ɔ ʔ ³¹ + s a n ⁵⁵	hand shoulder	Huang1992,Matisoff2015	
6581	Xiandao	xian1249	the armpit	1886	lɔʔ³¹san⁵⁵khʐoʔ⁵⁵	lɔʔ³¹san⁵⁵kʰʐoʔ⁵⁵	l ɔ ʔ ³¹ + s a n ⁵⁵ + kʰ ʐ o ʔ ⁵⁵	hand shoulder armpit	Huang1992,Matisoff2015	
6583	Maru	maru1249	above	1741	thɔʔ⁵⁵mɛ³¹	tʰɔʔ⁵⁵mɛ³¹	tʰ ɔ ʔ ⁵⁵ + m ɛ ³¹	above on	Huang1992,Matisoff2015	
6584	Maru	maru1249	below, under	1485	ɔ³¹mɛ³¹	ɔ³¹mɛ³¹	ɔ ³¹ + m ɛ ³¹	below on	Huang1992,Matisoff2015	
2489	Achang_Longchuan	long1373	the man (male human)	2106	i³¹ tɕi⁵⁵  | 0173.28	i³¹tɕi⁵⁵	i ³¹ + tɕ i ⁵⁵	person good	Huang1992,Matisoff2015	
6587	Xiandao	xian1249	the thigh	800	lam⁵⁵pau⁵³	lam⁵⁵pau⁵³	l a m ⁵⁵ + p a u ⁵³	thigh1 thigh2	Huang1992,Matisoff2015	
2492	Atsi	zaiw1240	the man (male human)	2106	juʔ²¹ ke⁵¹  | 0173.30	juʔ²¹ke⁵¹	j u ʔ ²¹ + k e ⁵¹	person good	Huang1992,Matisoff2015	
6589	Maru	maru1249	today	1283	a³¹na⁵⁵nɛʔ³¹	a³¹na⁵⁵nɛʔ³¹	a ³¹ + n a ⁵⁵ + n ɛ ʔ ³¹	a-prefix morning-1 day	Huang1992,Matisoff2015	
6590	Maru	maru1249	yesterday	1174	a³¹ŋji³¹nɛʔ³¹	a³¹ŋji³¹nɛʔ³¹	a ³¹ + ŋ j i ³¹ + n ɛ ʔ ³¹	a-prefix yesterday day	Huang1992,Matisoff2015	
6591	Achang_Longchuan	long1373	young	1207	nom³⁵	nom³⁵	n o m ³⁵	young	Huang1992,Matisoff2015	
6592	Rangoon	nucl1310	the frost	2034	hnĩ⁵⁵khɛ⁵⁵	hnĩ⁵⁵kʰɛ⁵⁵	n̥ ĩ ∼ ⁵⁵ + kʰ ɛ ⁵⁵	frost frozen	Huang1992,Matisoff2015	
2497	Lashi	lash1242	the man (male human)	2106	juʔ⁵⁵ kɛ³¹  | 0173.33	juʔ⁵⁵kɛ³¹	j u ʔ ⁵⁵ + k ɛ ³¹	person good	Huang1992,Matisoff2015	
6594	Xiandao	xian1249	the goat	1502	paʔ³¹	paʔ³¹	p a ʔ ³¹	goat-sheep-2	Huang1992,Matisoff2015	
6595	Bola	pela1242	the rainbow	1733	ɣaʔ³¹kɛ̃³¹saŋ⁵⁵njuŋ⁵⁵	ɣaʔ³¹kɛ̃³¹saŋ⁵⁵njuŋ⁵⁵	ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵	weave	Huang1992,Matisoff2015	
2500	Xiandao	xian1249	the man (male human)	2106	juʔ ³¹ ɕɛ⁵⁵  | 0173.29	juʔ³¹ɕɛ⁵⁵	j u ʔ ³¹ + ɕ ɛ ⁵⁵	person good	Huang1992,Matisoff2015	
6597	Bola	pela1242	the hail	609	lak³¹ɣɔ⁵⁵	lak³¹ɣɔ⁵⁵	l a k ³¹ + ɣ ɔ ⁵⁵	hail rain	Huang1992,Matisoff2015	
6598	Maru	maru1249	noon	12	na⁵⁵kauŋ³⁵	na⁵⁵kauŋ³⁵	n a ⁵⁵ + k a u ŋ ³⁵	day middle	Huang1992,Matisoff2015	
6599	Bola	pela1242	the dew	1977	ŋɛ̱̃⁵⁵	ŋɛ̱̃⁵⁵	ŋ ɛ̰̃ ∼ ⁵⁵	icy-thing	Huang1992,Matisoff2015	
2504	Achang_Longchuan	long1373	many	1198	ȵɔ³¹  | 0987.28	ȵɔ³¹	nʲ ɔ ³¹	many	Huang1992,Matisoff2015	
6601	Atsi	zaiw1240	the spider	843	a⁵⁵kaŋ²¹	a⁵⁵kaŋ²¹	a ⁵⁵ + k a ŋ ²¹	a-prefix spider	Huang1992,Matisoff2015	
2507	Atsi	zaiw1240	many	1198	mjo²¹  | 0987.30	mjo²¹	m j o ²¹	many	Huang1992,Matisoff2015	
6604	Bola	pela1242	early	672	naʔ⁵⁵	naʔ⁵⁵	n a ʔ ⁵⁵	early	Huang1992,Matisoff2015	
6605	Bola	pela1242	late	477	thɔ̃⁵⁵kja³⁵	tʰɔ̃⁵⁵kja³⁵	tʰ ɔ̃ ∼ ⁵⁵ + k j a ³⁵	late fall-descend	Huang1992,Matisoff2015	
6606	Rangoon	nucl1310	the front (front side)	2194	ɕe⁵³	ɕe⁵³	ɕ e ⁵³		Huang1992,Matisoff2015	
6607	Rangoon	nucl1310	outside	762	ɑ⁵³pjĩ²²	ɑ⁵³pjĩ²²	ɑ ⁵³ + p j ĩ ∼ ²²	a-prefix ?	Huang1992,Matisoff2015	
2512	Lashi	lash1242	many	1198	mjɔː³³  | 0987.33	mjɔː³³	m j ɔː ³³	many	Huang1992,Matisoff2015	
2513	Maru	maru1249	many	1198	mjɔ³⁵  | 0987.31	mjɔ³⁵	m j ɔ ³⁵	many	Huang1992,Matisoff2015	
2515	Xiandao	xian1249	many	1198	ȵɔ³¹  | 0987.29	ȵɔ³¹	nʲ ɔ ³¹	many	Huang1992,Matisoff2015	
6612	Xiandao	xian1249	the lung	688	a³¹chut⁵⁵	a³¹chut⁵⁵	a ³¹ + cʰ u t ⁵⁵	a-prefix lung	Huang1992,Matisoff2015	
6613	Bola	pela1242	hard	1884	ɣɔ̃⁵⁵	ɣɔ̃⁵⁵	ɣ ɔ̃ ∼ ⁵⁵	hard	Huang1992,Matisoff2015	
6615	Bola	pela1242	the mud	640	tsə̆⁵⁵ŋja̱ʔ⁵⁵	ʦə̆⁵⁵ŋja̱ʔ⁵⁵	ts ə̆ ⁵⁵ + ŋ j a̰ ʔ ⁵⁵	mud-1 mud-2	Huang1992,Matisoff2015	
6564	Xiandao	xian1249	the mosquito	1509	caŋ³¹khʐaŋ⁵⁵	caŋ³¹kʰʐaŋ⁵⁵	c a ŋ ³¹ + kʰ ʐ a ŋ ⁵⁵		Huang1992,Matisoff2015	
6618	Rangoon	nucl1310	below, under	1485	ɑuʔ⁴	ɑuʔ⁴	ɑ u ʔ ⁴	under	Huang1992,Matisoff2015	
6619	Maru	maru1249	the sparrow	1854	tʃɔ̆³¹khjɔ̃⁵⁵	tʃɔ̆³¹kʰjɔ̃⁵⁵	tʃ ɔ̆ ³¹ + kʰ j ɔ̃ ∼ ⁵⁵		Huang1992,Matisoff2015	
6620	Rangoon	nucl1310	today	1283	jɑ⁵³ne⁵³	jɑ⁵³ne⁵³	j ɑ ⁵³ + n e ⁵³		Huang1992,Matisoff2015	
6621	Rangoon	nucl1310	yesterday	1174	mɑ⁵³ne⁵³kɑ⁵³	mɑ⁵³ne⁵³kɑ⁵³	m ɑ ⁵³ + n e ⁵³ + k ɑ ⁵³		Huang1992,Matisoff2015	
6622	Rangoon	nucl1310	tomorrow	1329	nɛʔ⁴phjɑ̃²²	nɛʔ⁴pʰjɑ̃²²	n ɛ ʔ ⁴ + pʰ j ɑ̃ ∼ ²²	tomorrow return	Huang1992,Matisoff2015	
6623	Lashi	lash1242	the sheep	1331	tʃhɔt⁵⁵pat³¹nu⁵⁵	tʃhɔt⁵⁵pat³¹nu⁵⁵	tʃʰ ɔ t ⁵⁵ + p a t ³¹ + n u ⁵⁵	goat-sheep-1 goat-sheep-2 ?	Huang1992,Matisoff2015	
6625	Bola	pela1242	young	1207	a³¹sak³¹ŋai⁵⁵	a³¹sak³¹ŋai⁵⁵	a ³¹ + s a k ³¹ + ŋ a i ⁵⁵	a-prefix age thin-2	Huang1992,Matisoff2015	means 'small in age'
6626	Lashi	lash1242	shy	487	ʃɔ̱ːʔ⁵⁵	ʃɔ̱ːʔ⁵⁵	ʃ ɔ̰ː ʔ ⁵⁵	shy	Huang1992,Matisoff2015	
6627	Bola	pela1242	hot	1286	lauŋ⁵⁵	lauŋ⁵⁵	l a u ŋ ⁵⁵	hot	Huang1992,Matisoff2015	
6628	Rangoon	nucl1310	morning	1339	nɑ̃²²nɛʔ⁴	nɑ̃²²nɛʔ⁴	n ɑ̃ ∼ ²² + n ɛ ʔ ⁴		Huang1992,Matisoff2015	
2534	Achang_Longchuan	long1373	the meat	634	ʂua³¹  | 0443.28	ʂua³¹	ʂ u a ³¹	meat	Huang1992,Matisoff2015	bad concept
2535	Atsi	zaiw1240	the meat	634	ʃo²¹  | 0443.30	ʃo²¹	ʃ o ²¹	meat	Huang1992,Matisoff2015	bad concept
6632	Bola	pela1242	salty	1091	ŋɛ̃⁵⁵	ŋɛ̃⁵⁵	ŋ ɛ̃ ∼ ⁵⁵	salty	Huang1992,Matisoff2015	
2537	Lashi	lash1242	the meat	634	ʃo⁵⁵  | 0443.33	ʃo⁵⁵	ʃ o ⁵⁵	meat	Huang1992,Matisoff2015	bad concept
2538	Maru	maru1249	the meat	634	ʃɔ³⁵  | 0443.31	ʃɔ³⁵	ʃ ɔ ³⁵	meat	Huang1992,Matisoff2015	bad concept
2539	Xiandao	xian1249	the meat	634	ʂɔ³¹  | 0443.29	ʂɔ³¹	ʂ ɔ ³¹	meat	Huang1992,Matisoff2015	bad concept
6636	Bola	pela1242	the lip (the lips)	478	nɔ̱t⁵⁵ka̱uʔ⁵⁵	nɔ̱t⁵⁵ka̱uʔ⁵⁵	n ɔ̰ t ⁵⁵ + k a̰ u ʔ ⁵⁵	mouth skin	Huang1992,Matisoff2015	
6638	Achang_Longchuan	long1373	the earthworm	2350	ta⁵⁵	ta⁵⁵	t a ⁵⁵	earthworm	Huang1992,Matisoff2015	
6639	Lashi	lash1242	the tiger	846	lo³³	lo³³	l o ³³	tiger	Huang1992,Matisoff2015	
6640	Bola	pela1242	to be alive	1422	a³¹tui⁵⁵	a³¹tui⁵⁵	a ³¹ + t u i ⁵⁵	a-prefix alive	Huang1992,Matisoff2015	
6641	Bola	pela1242	the armpit	1886	laʔ³¹tʃhɛʔ⁵⁵	laʔ³¹tʃhɛʔ⁵⁵	l a ʔ ³¹ + tʃʰ ɛ ʔ ⁵⁵	hand armpit	Huang1992,Matisoff2015	
6643	Bola	pela1242	the thigh	800	tɔ̱̃³⁵pau³¹	tɔ̱̃³⁵pau³¹	t ɔ̰̃ ∼ ³⁵ + p a u ³¹	thigh-1 thigh-2	Huang1992,Matisoff2015	
6644	Xiandao	xian1249	young	1207	a³¹ʐam³¹	a³¹ʐam³¹	a ³¹ + ʐ a m ³¹	a-prefix young	Huang1992,Matisoff2015	
6645	Bola	pela1242	the foot	1301	khji⁵³	kʰji⁵³	kʰ j i ⁵³	foot	Huang1992,Matisoff2015	
