ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,form_in_source
5280,rangoon,1392,tθɑ̃⁵⁵,tθ ɑ̃ ∼ ⁵⁵,,,
7107,oldburmese,1287,iyḥ,i j ⁵⁵,,,
7109,oldburmese,1725,mhan,m̥ a n,,,
7111,oldburmese,706,mho₂ṅ,m̥ ʊ ŋ,,,
7113,oldburmese,1230,ñac◦pat,nʲ a ts + p a t,,,
7385,oldburmese,730,mruy,m r u j,,,
7115,oldburmese,1398,khro₂k,kʰ r ʊ k,,,
7117,oldburmese,1705,rhyat,r̥ j a t,,,
7119,oldburmese,1406,viyḥ,w i j ⁵⁵,,,
7121,oldburmese,10,thaṅḥ,tʰ a ŋ ⁵⁵,,,
3027,atsi,1337,vaʔ²¹,v a ʔ ²¹,,,
3028,bola,1337,vaʔ³¹,v a ʔ ³¹,,,
7125,oldburmese,1500,liyḥ,l i j ⁵⁵,,,
7127,oldburmese,1429,plañʔ,p l a nʲ ⁵³,,,
3032,maru,1337,vɔʔ³¹,v ɔ ʔ ³¹,,,
7129,oldburmese,1035,ko₂ṅḥ,k ʊ ŋ ⁵⁵,,,
7131,oldburmese,1425,cimḥ,ts i m ⁵⁵,,,
7133,oldburmese,1425,ñuiv,nʲ ə w,,,
7135,oldburmese,1884,mā,m a ²²,,,
7137,oldburmese,1210,liyḥ,l i j ⁵⁵,,,
7139,oldburmese,136,sañ◦to₁ṅ,s a nʲ + t o ŋ,,,
7141,oldburmese,1265,mraṅʔ,m r a ŋ ⁵³,,,
7143,oldburmese,2376,kanʔ◦lanʔ,k a n ⁵³ + l a n ⁵³,,,
7145,oldburmese,1286,nuyḥ,n u j ⁵⁵,,,
7147,oldburmese,1634,ryā,r j a ²²,,,
7149,oldburmese,1209,ṅā,ŋ a ²²,,,
7151,oldburmese,1606,a◦to₁ṅḥ,a + t o ŋ ⁵⁵,,,
7154,oldburmese,477,no₂k◦kya,n ʊ k + k j a,,,
3060,atsi,1413,ŋji⁵¹ku̱n⁵⁵,ŋ j i ⁵¹ + k ṵ n ⁵⁵,,,
3062,bola,1413,khɔ̃³⁵kɔ̱n³¹,kʰ ɔ̃ ∼ ³⁵ + k ɔ̰ n ³¹,,,
7159,oldburmese,1203,rhañ,r̥ a nʲ,,,
3064,lashi,1413,lu̱ː³³,l ṵː ³³,,,
3065,maru,1413,na³¹ku̱m⁵⁵,n a ³¹ + k ṵ m ⁵⁵,,,
7163,oldburmese,1093,krāḥ,k r a ⁵⁵,,,
7165,oldburmese,1339,naṃ◦nak,n a m + n a k,,,
7167,oldburmese,1267,kyanḥ,k j a n ⁵⁵,,,
6567,xiandao,1091,xɔ³¹,x ɔ ³¹,looks like bitter to me,,
7169,oldburmese,1942,nīḥ,n i ⁵⁵,,,
7171,oldburmese,1231,sac,s a ts,,,
7173,oldburmese,1483,kuivḥ,k ə w ⁵⁵,,,
7175,oldburmese,12,mo₁nḥ◦tañʔ,m o n ⁵⁵ + t a nʲ ⁵³,,,
7177,oldburmese,12,niyʔ◦lañ,n i j ⁵³ + l a nʲ,,,
7179,oldburmese,2112,uiw,ə w,,,
7181,oldburmese,1493,tac,t a ts,,,
7183,oldburmese,762,a◦praṅ,a + p r a ŋ,,,
7185,oldburmese,156,nī,n i,,,
7187,oldburmese,1019,yā,j a ²²,,,
7189,oldburmese,1395,luṃḥ,l u m ⁵⁵,,,
6649,lashi,522,wɔm³¹kʰui⁵⁵,w ɔ m ³¹ + kʰ u i ⁵⁵,,,
7191,oldburmese,1091,ṅan,ŋ a n,,,
7193,oldburmese,1704,khu◦nac,kʰ u + n a ts,,,
7195,oldburmese,1396,thak,tʰ a k,,,
3100,achanglongchuan,1455,ʂa⁵⁵,ʂ a ⁵⁵,,,
7197,oldburmese,1645,tuiv,t ə w,,,
3102,bola,1455,ʃɛ⁵⁵,ʃ ɛ ⁵⁵,,,
7199,oldburmese,487,rhak,r̥ a k,,,
3104,maru,1455,ʃɛ³¹,ʃ ɛ ³¹,,,
3105,xiandao,1455,ʂa⁵⁵,ʂ a ⁵⁵,,,
7203,oldburmese,1246,ṅay,ŋ a j,small-young,,
7205,oldburmese,1234,pyo₂ʔ,p j ʊ ⁵³,,,
7207,oldburmese,1856,pyo₂ʔ,p j ʊ ⁵³,,,
7209,oldburmese,1404,phro₂ṅʔ,pʰ r ʊ ŋ ⁵³,,,
7211,oldburmese,1515,ta◦chay,t a + tsʰ a j,,,
7213,oldburmese,78,thuiv,tʰ ə w,,,
7215,oldburmese,587,pu◦ro₁k◦chip,p u + r o k + tsʰ i p,,,
7217,oldburmese,1886,khyo₁ṅḥ,kʰ j o ŋ ⁵⁵,,,
7219,oldburmese,1927,vāḥ,w a ⁵⁵,,,
7221,oldburmese,1251,puik,p ə k,,,
7223,oldburmese,937,ṅhak,ŋ̊ a k,,,
7225,oldburmese,946,suyḥ,s u j ⁵⁵,,,
7227,oldburmese,189,muyḥ,m u j ⁵⁵,,,
7229,oldburmese,1394,ruiwḥ,r ə w ⁵⁵,,,
7231,oldburmese,1531,a◦khak,a + kʰ a k,,,
7233,oldburmese,1402,nuivʔ,n ə w ⁵³,,,
7235,oldburmese,1489,tim,t i m,,,
7237,oldburmese,1357,sa◦mīḥ,s a + m i ⁵⁵,,,
7239,oldburmese,1977,nhaṅḥ,n̥ a ŋ ⁵⁵,,,
7241,oldburmese,2009,khuyḥ,kʰ u j ⁵⁵,,,
3146,atsi,1452,tʃu̱n²¹,tʃ ṵ n ²¹,,,
7243,oldburmese,2374,ip◦mak,i p + m a k,,,
3148,bola,1452,tʃɔ̱n³⁵,tʃ ɔ̰ n ³⁵,,,
7245,oldburmese,2,phun,pʰ u n,,,
3150,lashi,1452,tuːn³³,t uː n ³³,,,
7247,oldburmese,1247,nāḥ◦ro₁k,n a ⁵⁵ + r o k,,,
3153,xiandao,1452,tun³¹,t u n ³¹,,,
7251,oldburmese,744,u,u,,,
7253,oldburmese,1248,myak,m j a k,,,
7255,oldburmese,1217,a◦phiy,a + pʰ i j,,,
7257,oldburmese,1201,a◦muyḥ,a + m u j ⁵⁵,,,
7259,oldburmese,221,mīḥ,m i ⁵⁵,,,
7261,oldburmese,227,ṅāḥ,ŋ a ⁵⁵,,,
7263,oldburmese,232,lhiyḥ,l̥ i j ⁵⁵,,,
7265,oldburmese,239,a◦po₁ṅʔ,a + p o ŋ ⁵³,,,
7267,oldburmese,249,nhaṅḥ,n̥ a ŋ ⁵⁵,,,
4470,atsi,1214,xji⁵¹,x j i ⁵¹,,,
7271,oldburmese,1312,mriy◦khuyḥ,m r i j + kʰ u j ⁵⁵,,,
7273,oldburmese,503,phāḥ,pʰ a ⁵⁵,,,
7276,oldburmese,2034,nhaṅḥ,n̥ a ŋ ⁵⁵,,,
7278,oldburmese,1507,sac◦sīḥ,s a ts + s i ⁵⁵,,,
7280,oldburmese,1502,chit,tsʰ i t,,,
7282,oldburmese,606,mrak,m r a k,,,
7284,oldburmese,609,muivḥ◦sīḥ,m ə w ⁵⁵ + s i ⁵⁵,,,
7286,oldburmese,1040,chaṃ,tsʰ a m,,,
7288,oldburmese,1277,lak,l a k,,,
4628,maru,1380,tsɔi³¹,ts ɔ i ³¹,,,
7290,oldburmese,1256,kho₂ṅḥ,kʰ ʊ ŋ ⁵⁵,,,
7292,oldburmese,1223,nha◦luṃḥ,n̥ a + l u m ⁵⁵,,,
7294,oldburmese,152,khō₁,kʰ o ²²,,,
7296,oldburmese,1393,khyuiw,kʰ j ə w,,,
7298,oldburmese,615,mraṅḥ,m r a ŋ ⁵⁵,,,
7300,oldburmese,1252,im,i m,,,
534,xiandao,1531,ʂɯk⁵⁵xɔʔ⁵⁵,ʂ ɯ k ⁵⁵ + x ɔ ʔ ⁵⁵,,,
7302,oldburmese,1200,laṅ,l a ŋ,,,
7304,oldburmese,617,riy◦khai,r i j + kʰ aj,,,
7306,oldburmese,1371,pu◦chac,p u + tsʰ a ts,,,
8563,atsi,2250,a²¹◦xaʔ⁵⁵,a ²¹ + x a ʔ ⁵⁵,,,
7308,oldburmese,1371,dūḥ,d u ⁵⁵,,,
7310,oldburmese,624,kan,k a n,,,
7312,oldburmese,2250,a◦ro₁k,a + r o k,,,
7314,oldburmese,478,nhut,n̥ u t,,,
7316,oldburmese,1224,a◦sañḥ,a + s a nʲ ⁵⁵,,,
7318,oldburmese,1392,sanḥ,s a n ⁵⁵,,,
7320,oldburmese,688,a◦chut,a + tsʰ u t,,,
7322,oldburmese,634,a◦sāḥ,a + s a ⁵⁵,,,
7324,oldburmese,1313,laʔ,l a ⁵³,,,
7326,oldburmese,1509,khraṅ,kʰ r a ŋ,,,
7365,oldburmese,1218,kruivḥ,k r ə w ⁵⁵,,,
7328,oldburmese,1216,a◦miy,a + m i j,,,
7330,oldburmese,639,to₂ṅ,t ʊ ŋ,,,
3236,achanglongchuan,658,mau³¹ʐo⁵⁵,m a u ³¹ + ʐ o ⁵⁵,,,
7334,oldburmese,674,pāḥ◦cap,p a ⁵⁵ + ts a p,,,
3239,atsi,658,mau²¹,m a u ²¹,,,
7336,oldburmese,674,nhut,n̥ u t,,,
3242,bola,658,mau³¹ɣɔ⁵⁵,m a u ³¹ + ɣ ɔ ⁵⁵,,,
7339,oldburmese,2128,lak◦sañḥ,l a k + s a nʲ ⁵⁵,,,
7341,oldburmese,1405,a◦mañ,a + m a nʲ,,,
3246,lashi,658,mou³³wɔ³¹,m o u ³³ + w ɔ ³¹,,,
7343,oldburmese,1333,lañ,l a nʲ,,,
3248,maru,658,muk⁵⁵,m u k ⁵⁵,,,
7345,oldburmese,1382,ap,a p,,,
3250,xiandao,658,mau³¹ʐo⁵⁵,m a u ³¹ + ʐ o ⁵⁵,,,
7347,oldburmese,1221,nhā,n̥ a ²²,,,
7349,oldburmese,15,phyaṃ,pʰ j a m,,,
7351,oldburmese,1337,vak,w a k,,,
7353,oldburmese,658,ro₁,r o,,,
7355,oldburmese,1733,sak◦taṃ,s a k + t a m,,,
7357,oldburmese,2026,ko₂k,k ʊ k,,,
7359,oldburmese,666,mlac,m l a ts,,,
7361,oldburmese,667,lamḥ,l a m ⁵⁵,,,
7363,oldburmese,670,mryat,m r j a t,,,
7201,oldburmese,1703,khro₂k,kʰ r ʊ k,,,
7367,oldburmese,1274,chāḥ,tsʰ a ⁵⁵,,,
7369,oldburmese,671,sai,s aj,,,
7371,oldburmese,1474,paṅ◦lay,p a ŋ + l a j,,,
7373,oldburmese,714,myuivḥ◦ciyʔ,m j ə w ⁵⁵ + ts i j ⁵³,,,
7375,oldburmese,1331,suivḥ,s ə w ⁵⁵,,,
7377,oldburmese,1482,pa◦khuṃḥ,p a + kʰ u m ⁵⁵,,,
7379,oldburmese,763,a◦riy,a + r i j,,,
5498,rangoon,1265,mjĩ⁵³,m j ĩ ∼ ⁵³,,,
3285,bola,156,nɛ⁵⁵,n ɛ ⁵⁵,,,
7383,oldburmese,778,khuivḥ,kʰ ə w ⁵⁵,,,
3289,lashi,156,nɛː³¹,n ɛː ³¹,,,
3291,maru,156,nɛ³¹,n ɛ ³¹,,,
3292,xiandao,156,na⁵⁵,n a ⁵⁵,,,
7389,oldburmese,1620,sāḥ,s a ⁵⁵,,,
7392,oldburmese,843,paṅʔ◦kū,p a ŋ ⁵³ + k u ²²,,,
7394,oldburmese,1430,kray,k r a j,,,
7396,oldburmese,1295,tut,t u t,,,
3302,bola,1099,ŋji⁵⁵,ŋ j i ⁵⁵,,,
3281,achanglongchuan,156,na⁵⁵,n a ⁵⁵,,,
3304,lashi,1099,luːŋ⁵⁵,l uː ŋ ⁵⁵,,,
3305,maru,1099,na³¹,n a ³¹,,,
551,maru,1402,nuk⁵⁵,n u k ⁵⁵,,,
7405,oldburmese,846,klāḥ,k l a ⁵⁵,,,
3310,achanglongchuan,2026,tshen⁵⁵,tsʰ e n ⁵⁵,,,
7407,oldburmese,1205,lhyā,l̥ j a ²²,,,
3312,bola,2026,tʃhɔn⁵⁵,tʃʰ ɔ n ⁵⁵,,,
3313,lashi,2026,tʃhɛn³³,tʃʰ ɛ n ³³,,,
7410,oldburmese,906,sac◦paṅ,s a ts + p a ŋ,,,
3283,atsi,156,ne⁵¹,n e ⁵¹,,,
7412,oldburmese,948,riy,r i j,,,
7415,oldburmese,960,liy,l i j,,,
7417,oldburmese,1257,to₂ṅ◦paṁ,t ʊ ŋ + p a m,,,
7420,oldburmese,1803,sac,s a ts,,,
7422,oldburmese,1226,a◦nhac,a + n̥ a ts,,,
7381,oldburmese,1732,muivḥ,m ə w ⁵⁵,,,
7424,oldburmese,1244,tup,t u p,,,
7428,oldburmese,1214,sañ,s a nʲ,,,
3334,achanglongchuan,1725,tsɿ⁵⁵,ts ɿ ⁵⁵,,,
7432,oldburmese,492,suṃḥ,s u m ⁵⁵,,,
3337,atsi,1725,tʃo²¹,tʃ o ²¹,,,
7434,oldburmese,1422,hiyʔ,h i j ⁵³,,,
7435,oldburmese,1403,kuik,k ə k,,,
7437,oldburmese,175,tuik,t ə k,,,
3342,lashi,1725,kɛː³¹,k ɛː ³¹,,,
7439,oldburmese,1428,lo₂ṅ,l ʊ ŋ,,,
3344,xiandao,1725,cɛ⁵⁵,c ɛ ⁵⁵,,,
7441,oldburmese,1869,vay,w a j,,,
7443,oldburmese,321,vāḥ,w a ⁵⁵,,,
7445,oldburmese,1446,lā,l a ²²,,,
1241,achanglongchuan,1406,ve³¹,v e ³¹,,,
7449,oldburmese,1420,tiyḥ,t i j ⁵⁵,,,
7451,oldburmese,1420,ṅuiv,ŋ ə w,,,
7453,oldburmese,1494,siy,s i j,,,
7455,oldburmese,1418,thūḥ,tʰ u ⁵⁵,,,
7457,oldburmese,1401,so₂k,s ʊ k,,,
1243,atsi,1406,ve²¹,v e ²¹,,,
3365,achanglongchuan,666,tʂhă⁵⁵ʐoŋ³¹,ʈʂʰ ă ⁵⁵ + ʐ o ŋ ³¹,,,
3368,atsi,666,vui⁵¹mo⁵⁵,v u i ⁵¹ + m o ⁵⁵,,,
3370,bola,666,ɣəi⁵⁵lɔ̃⁵⁵,ɣ ə i ⁵⁵ + l ɔ̃ ∼ ⁵⁵,,,
3373,lashi,666,kjei⁵³məŋ³³,k j e i ⁵³ + m ə ŋ ³³,,,
3374,maru,666,ɣək³¹lɔ̃³¹,ɣ ə k ³¹ + l ɔ̃ ∼ ³¹,,,
7472,oldburmese,1408,krāḥ,k r a ⁵⁵,,,
7474,oldburmese,602,pho₁k,pʰ o k,,,
7476,oldburmese,1448,ko₂ṅ,k ʊ ŋ,,,
7479,oldburmese,1417,sat,s a t,,,
5343,rangoon,666,mjiʔ⁴,m j i ʔ ⁴,,,
1537,lashi,1500,mei³³,m e i ³³,,,
7485,oldburmese,1355,ray,r a j,,,
3390,atsi,667,khjo⁵¹,kʰ j o ⁵¹,,,
3392,bola,667,khja⁵⁵,kʰ j a ⁵⁵,,,
7489,oldburmese,319,lyak,l j a k,,,
3394,lashi,667,khjo³³,kʰ j o ³³,,,
7491,oldburmese,215,lai,l aj,,,
3397,xiandao,667,chɔ⁵⁵mɔ³¹,cʰ ɔ ⁵⁵ + m ɔ ³¹,,,
7497,oldburmese,1455,cho₁y,tsʰ o j,,,
7499,oldburmese,1452,to₁nḥ,t o n ⁵⁵,,,
3404,atsi,670,a²¹pu̱n⁵¹,a ²¹ + p ṵ n ⁵¹,,,
3298,achanglongchuan,1099,ȵɔʔ⁵⁵,nʲ ɔ ʔ ⁵⁵,,,
3406,bola,670,sak⁵⁵kji³¹,s a k ⁵⁵ + k j i ³¹,,,
7503,oldburmese,1452,nhip,n̥ i p,,,
7505,oldburmese,1099,niy,n i j,,,
3410,maru,670,pa̱n³¹,p a̰ n ³¹,,,
3412,xiandao,670,mɛt⁵⁵,m ɛ t ⁵⁵,,,
7509,oldburmese,1436,phyo₂k,pʰ j ʊ k,,,
7511,oldburmese,1409,mraṅ,m r a ŋ,,,
3416,achanglongchuan,1218,toi³¹,t o i ³¹,,,
3300,atsi,1099,ŋji⁵¹,ŋ j i ⁵¹,,,
3419,atsi,1218,tu̱i²¹,t ṵ i ²¹,,,
3421,bola,1218,tu̱i³⁵,t ṵ i ³⁵,,,
7519,oldburmese,1586,mhuyḥ,m̥ u j ⁵⁵,,,
3424,lashi,1218,tə̱⁵⁵,t ə̰ ⁵⁵,,,
3425,maru,1218,tɔ̱i³⁵,t ɔ̰ i ³⁵,,,
3427,xiandao,1218,tui³¹,t u i ³¹,,,
7525,oldburmese,713,khuiwḥ,kʰ ə w ⁵⁵,,,
7527,oldburmese,1415,tuyḥ,t u j ⁵⁵,,,
7530,oldburmese,1278,an,a n,,,
7399,oldburmese,1343,niy,n i j,,,
7533,oldburmese,1443,lhyo₂k,l̥ j ʊ k,,,
7535,oldburmese,1454,sut,s u t,,,
7539,oldburmese,1710,nhac◦chay,n̥ a ts + tsʰ a j,,,
7541,oldburmese,1498,nhac,n̥ a ts,,,
7401,oldburmese,1220,mrīḥ,m r i ⁵⁵,,,
7545,oldburmese,1335,phlū,pʰ l u ²²,,,
7547,oldburmese,1235,sū,s u ²²,,,
7549,oldburmese,1424,vā,w a ²²,,,
7552,oldburmese,1207,ṅay,ŋ a j,small-young,,
3307,xiandao,1099,nai⁵⁵,n a i ⁵⁵,,,
6296,rangoon,1509,ʨʰĩ²²,tɕʰ ĩ ∼ ²²,,,
3476,achanglongchuan,1274,tɕhɔ³¹,tɕʰ ɔ ³¹,,,
3479,atsi,1274,tsho⁵⁵,tsʰ o ⁵⁵,,,
3481,bola,1274,tha³⁵,tʰ a ³⁵,,,
5359,rangoon,962,mẽ⁵⁵mɑ⁵³,m ẽ ∼ ⁵⁵ + m ɑ ⁵³,,,
3484,lashi,1274,tsho⁵⁵,tsʰ o ⁵⁵,,,
3485,maru,1274,tshɔ³⁵,tsʰ ɔ ³⁵,,,
3487,xiandao,1274,chɔ³¹,cʰ ɔ ³¹,,,
3491,achanglongchuan,671,să³¹le⁵⁵,s ă ³¹ + l e ⁵⁵,,,
3494,atsi,671,să²¹mui⁵¹,s ă ²¹ + m u i ⁵¹,,,
3496,bola,671,mɛ⁵⁵ʃa⁵⁵,m ɛ ⁵⁵ + ʃ a ⁵⁵,,,
3499,lashi,671,sə̆⁵⁵mui³¹,s ə̆ ⁵⁵ + m u i ³¹,,,
3500,maru,671,ma³¹ʃɔ³¹,m a ³¹ + ʃ ɔ ³¹,,,
3314,maru,2026,tʃhiŋ³¹,tʃʰ i ŋ ³¹,,,
3502,xiandao,671,sa³¹lɛ³¹,s a ³¹ + l ɛ ³¹,,,
3315,xiandao,2026,tshɛn⁵⁵,tsʰ ɛ n ⁵⁵,,,
3525,achanglongchuan,1436,khʐən⁵⁵,kʰ ʐ ə n ⁵⁵,bad concept,,
3526,atsi,1436,kjin⁵¹,k j i n ⁵¹,bad concept,,
3527,bola,1436,kjɔ̱n⁵⁵,k j ɔ̰ n ⁵⁵,bad concept,,
3528,lashi,1436,kji̱ːn³¹,k j ḭː n ³¹,bad concept,,
3529,maru,1436,kji̱ŋ³¹,k j ḭ ŋ ³¹,bad concept,,
3530,xiandao,1436,khʐan⁵⁵,kʰ ʐ a n ⁵⁵,bad concept,,
3533,achanglongchuan,1474,nam³¹tɕu³¹,n a m ³¹ + tɕ u ³¹,,,
3535,atsi,1474,vui⁵¹miŋ²¹,v u i ⁵¹ + m i ŋ ²¹,,,
3538,lashi,1474,kjei⁵³məŋ³³,k j e i ⁵³ + m ə ŋ ³³,,,
5369,rangoon,2106,jɑuʔ⁴ʨɑ⁵⁵,j ɑ u ʔ ⁴ + tɕ ɑ ⁵⁵,,,
3556,achanglongchuan,1409,en³¹mʐaŋ⁵⁵,e n ³¹ + m ʐ a ŋ ⁵⁵,,,
3559,atsi,1409,mjaŋ⁵¹,m j a ŋ ⁵¹,,,
1276,atsi,1217,a⁵⁵va²¹,a ⁵⁵ + v a ²¹,,,
6543,xiandao,2034,ŋ̊an⁵⁵,ŋ̊ a n ⁵⁵,,,
3565,lashi,1409,mjaːŋ³¹,m j aː ŋ ³¹,,,
3567,maru,1409,mjɔ̃³¹,m j ɔ̃ ∼ ³¹,,,
3569,xiandao,1409,mʐaŋ⁵⁵,m ʐ a ŋ ⁵⁵,,,
3574,achanglongchuan,714,a³¹ȵau³¹,a ³¹ + nʲ a u ³¹,,,
3577,atsi,714,a²¹mji²¹,a ²¹ + m j i ²¹,,,
3579,bola,714,a³¹mjuŋ³¹,a ³¹ + m j u ŋ ³¹,,,
3582,lashi,714,a³³mjou³³,a ³³ + m j o u ³³,,,
3583,maru,714,mjuk⁵⁵,m j u k ⁵⁵,,,
3585,xiandao,714,a³¹ɲau⁵¹,a ³¹ + ɲ a u ⁵¹,,,
1281,maru,1217,a⁵⁵phɔ⁵⁵,a ⁵⁵ + pʰ ɔ ⁵⁵,,,
5379,rangoon,1267,ʨĩ⁵⁵,tɕ ĩ ∼ ⁵⁵,bad concept,,
3605,achanglongchuan,1704,ȵit⁵⁵,nʲ i t ⁵⁵,,,
3608,atsi,1704,ŋjit⁵⁵,ŋ j i t ⁵⁵,,,
3610,bola,1704,nɔ̱t⁵⁵,n ɔ̰ t ⁵⁵,,,
3613,lashi,1704,ŋjɛ̱t⁵⁵,ŋ j ɛ̰ t ⁵⁵,,,
3614,maru,1704,na̱t⁵⁵,n a̰ t ⁵⁵,,,
3616,xiandao,1704,nit⁵⁵,n i t ⁵⁵,,,
4699,achanglongchuan,1710,tă³¹sau⁵⁵,t ă ³¹ + s a u ⁵⁵,,,
7430,oldburmese,1215,ñañḥ,nʲ a nʲ ⁵⁵,,,
6395,rangoon,846,ʨɑ⁵⁵,tɕ ɑ ⁵⁵,,,
3649,achanglongchuan,1396,thɔʔ⁵⁵,tʰ ɔ ʔ ⁵⁵,bad concept,,
3339,bola,1725,tʃɔ³¹,tʃ ɔ ³¹,,,
3655,lashi,1396,thɔːʔ⁵⁵,tʰ ɔː ʔ ⁵⁵,bad concept,,
3657,xiandao,1396,mat³⁵,m a t ³⁵,bad concept,,
3658,atsi,1396,thoʔ⁵⁵,tʰ o ʔ ⁵⁵,bad concept,,
3659,bola,1396,thaʔ⁵⁵,tʰ a ʔ ⁵⁵,bad concept,,
3660,maru,1396,thɔʔ⁵⁵,tʰ ɔ ʔ ⁵⁵,bad concept,,
3671,achanglongchuan,1172,pək⁵⁵,p ə k ⁵⁵,,,
3674,atsi,1172,pik²¹,p i k ²¹,,,
3343,maru,1725,tʃɔ³¹,tʃ ɔ ³¹,,,
3676,bola,1172,pak³¹,p a k ³¹,,,
3679,lashi,1172,pəːk³¹,p əː k ³¹,,,
3680,maru,1172,pak³¹,p a k ³¹,,,
3682,xiandao,1172,pɤk⁵⁵,p ɤ k ⁵⁵,,,
5671,rangoon,1202,ʨi⁵⁵,tɕ i ⁵⁵,,,
3700,atsi,1645,to̱t²¹,t o̰ t ²¹,bad concept,,
3701,bola,1645,laŋ³⁵,l a ŋ ³⁵,bad concept,,
3702,lashi,1645,ʃə̱ːŋ³³,ʃ ə̰ː ŋ ³³,bad concept,,
3703,maru,1645,laŋ⁵⁵,l a ŋ ⁵⁵,bad concept,,
3704,xiandao,1645,tɔk⁵⁵,t ɔ k ⁵⁵,bad concept,,
7447,oldburmese,1420,riy,r i j,,,
3725,achanglongchuan,1261,siaŋ³⁵ɕiaŋ⁵⁵,s i a ŋ ³⁵ + ɕ i a ŋ ⁵⁵,,,
3728,atsi,1261,tho⁵¹,tʰ o ⁵¹,,,
3729,bola,1261,thɔ⁵⁵,tʰ ɔ ⁵⁵,,,
3731,lashi,1261,khuːn⁵⁵,kʰ uː n ⁵⁵,,,
4625,lashi,1380,tsɿ³¹,ts ɿ ³¹,,,
3733,xiandao,1261,çaŋ⁵⁵çaŋ³⁵,ç a ŋ ⁵⁵ + ç a ŋ ³⁵,,,
1305,maru,1201,ʃɔ̆³⁵muk⁵⁵,ʃ ɔ̆ ³⁵ + m u k ⁵⁵,,,
3752,achanglongchuan,1703,xʐoʔ⁵⁵,x ʐ o ʔ ⁵⁵,,,
3755,atsi,1703,khjuʔ⁵⁵,kʰ j u ʔ ⁵⁵,,,
3757,bola,1703,khjauʔ⁵⁵,kʰ j a u ʔ ⁵⁵,,,
6399,maru,232,kʰə̆³¹la̱³⁵,kʰ ə̆ ³¹ + l a̰ ³⁵,,,
3760,lashi,1703,khjuk⁵⁵,kʰ j u k ⁵⁵,,,
3761,maru,1703,khjauk⁵⁵,kʰ j a u k ⁵⁵,,,
3764,xiandao,1703,chuʔ⁵⁵,cʰ u ʔ ⁵⁵,,,
3790,achanglongchuan,1732,mau³¹,m a u ³¹,,,
3792,atsi,1732,mau²¹khuŋ⁵¹,m a u ²¹ + kʰ u ŋ ⁵¹,,,
3793,bola,1732,mau³¹khauŋ⁵⁵,m a u ³¹ + kʰ a u ŋ ⁵⁵,,,
7459,oldburmese,1336,cāḥ,ts a ⁵⁵,,,
3796,lashi,1732,mou³³khuŋ³³,m o u ³³ + kʰ u ŋ ³³,,,
3797,maru,1732,muk⁵⁵,m u k ⁵⁵,,,
3798,xiandao,1732,mau³¹,m a u ³¹,,,
3802,achanglongchuan,1585,e³¹,e ³¹,,,
3805,atsi,1585,ju̱p⁵⁵,j ṵ p ⁵⁵,,,
3807,bola,1585,ja̱p⁵⁵,j a̰ p ⁵⁵,,,
3811,lashi,1585,ju̱ːp⁵⁵,j ṵː p ⁵⁵,,,
3813,maru,1585,jap³¹,j a p ³¹,,,
3816,xiandao,1585,it⁵⁵,i t ⁵⁵,,,
3821,achanglongchuan,1246,ȵi⁵⁵,nʲ i ⁵⁵,,,
3823,atsi,1246,ti̱ʔ⁵⁵,t ḭ ʔ ⁵⁵,,,
3824,bola,1246,ŋai⁵⁵,ŋ a i ⁵⁵,,,
7464,oldburmese,2003,cīḥ,ts i ⁵⁵,,,
3827,lashi,1246,ŋɛː³¹,ŋ ɛː ³¹,,,
3828,maru,1246,ŋai³¹,ŋ a i ³¹,,,
3829,xiandao,1246,ɲɛ⁵¹,ɲ ɛ ⁵¹,,,
5417,rangoon,1586,nɑ̃⁵⁵,n ɑ̃ ∼ ⁵⁵,,,
7466,oldburmese,1441,pyaṃ,p j a m,,,
3840,bola,1586,nɛ̱̃⁵⁵,n ɛ̰̃ ∼ ⁵⁵,,,
3845,lashi,1586,naːm³¹,n aː m ³¹,,,
3848,maru,1586,nɛ̃³¹,n ɛ̃ ∼ ³¹,,,
5672,rangoon,1452,tũ⁵⁵,t ũ ∼ ⁵⁵,,,
3853,achanglongchuan,778,ni³¹xau³¹,n i ³¹ + x a u ³¹,,,
3856,atsi,778,mji²¹khau²¹,m j i ²¹ + kʰ a u ²¹,,,
3858,bola,778,tʃhi³⁵,tʃʰ i ³⁵,,,
7470,oldburmese,1447,piyḥ,p i j ⁵⁵,,,
3862,maru,778,mji²¹khuk⁵⁵,m j i ²¹ + kʰ u k ⁵⁵,,,
3864,xiandao,778,n̥i³¹xau³¹,n̥ i ³¹ + x a u ³¹,,,
3867,achanglongchuan,1234,neʔ³⁵,n e ʔ ³⁵,,,
6539,lashi,1286,ŋɛː⁵⁵,ŋ ɛː ⁵⁵,,,
3870,bola,1234,tauʔ³¹tʃɔ̱t⁵⁵,t a u ʔ ³¹ + tʃ ɔ̰ t ⁵⁵,,,
3872,lashi,1234,tʃu̱ːt⁵⁵,tʃ ṵː t ⁵⁵,,,
3376,xiandao,666,ti⁵⁵kɯ³¹,t i ⁵⁵ + k ɯ ³¹,,,
3875,xiandao,1234,chɔt³⁵,cʰ ɔ t ³⁵,,,
3879,achanglongchuan,730,mʐui⁵⁵,m ʐ u i ⁵⁵,,,
6403,xiandao,1283,fu³¹ɳɛn³¹,f u ³¹ + ɳ ɛ n ³¹,,,
