ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,form_in_source
5171,achanglongchuan,1226,n̥ək⁵⁵,n̥ ə k ⁵⁵,,,
5173,atsi,1226,tsan⁵¹,ts a n ⁵¹,,,
5175,bola,1226,tɛ̃⁵⁵,t ɛ̃ ∼ ⁵⁵,,,
5178,lashi,1226,tsan³¹,ts a n ³¹,,,
5179,maru,1226,tsəŋ³¹,ts ə ŋ ³¹,,,
5180,xiandao,1226,n̥ɤk⁵⁵,n̥ ɤ k ⁵⁵,,,
1089,achanglongchuan,2,ȵ̥on⁵⁵mɔk³⁵,n̥ʲ o n ⁵⁵ + m ɔ k ³⁵,,,
1091,atsi,2,phui²¹la̱u⁵¹,pʰ u i ²¹ + l a̰ u ⁵¹,,,
1092,bola,2,phə̆³¹lau⁵⁵,pʰ ə̆ ³¹ + l a u ⁵⁵,,,
1093,lashi,2,phə̆⁵⁵lo̱u³³,pʰ ə̆ ⁵⁵ + l o̰ u ³³,,,
1094,maru,2,phɔ̆i³⁵lu̱k³¹,pʰ ɔ̆ i ³⁵ + l ṵ k ³¹,,,
9057,lashi,2250,a³¹◦fu̱ʔ⁵⁵,a ³¹ + f ṵ ʔ ⁵⁵,,,
1097,achanglongchuan,1247,ni³¹tʂhua³¹,n i ³¹ + ʈʂʰ u a ³¹,,,
2231,achanglongchuan,624,n̥ɔŋ³⁵,n̥ ɔ ŋ ³⁵,,,
1100,atsi,1247,nŏ²¹phjo²¹,n ŏ ²¹ + pʰ j o ²¹,,,
1103,bola,1247,nə̆³¹khj⁵⁵,n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵,,,
5202,achanglongchuan,1424,ləŋ³⁵,l ə ŋ ³⁵,,,
1108,lashi,1247,nə̆³³khjap⁵⁵,n ə̆ ³³ + kʰ j a p ⁵⁵,,,
5205,bola,1424,ŋju̱ŋ⁵⁵,ŋ j ṵ ŋ ⁵⁵,,,
5207,lashi,1424,xəː³³,x əː ³³,,,
5208,maru,1424,xui³¹,x u i ³¹,,,
5209,xiandao,1424,l̥ɯŋ³⁵,l̥ ɯ ŋ ³⁵,,,
2189,bola,1417,sɛ̱ʔ⁵⁵,s ɛ̰ ʔ ⁵⁵,bad concept,,
5220,achanglongchuan,1213,nuaŋ⁵⁵tuʔ³¹,n u a ŋ ⁵⁵ + t u ʔ ³¹,bad concept,,
1125,bola,1336,ta³¹,t a ³¹,,,
5222,atsi,1213,nuŋ⁵⁵moʔ⁵⁵,n u ŋ ⁵⁵ + m o ʔ ⁵⁵,bad concept,,
5223,bola,1213,nauŋ³¹maʔ³¹,n a u ŋ ³¹ + m a ʔ ³¹,bad concept,,
1129,lashi,1336,tsɔː³³,ts ɔː ³³,,,
5226,maru,1213,nɔ̃̆³¹na̱uŋ⁵⁵,n ɔ̃̆ ∼ ³¹ + n a̰ u ŋ ⁵⁵,bad concept,,
5228,xiandao,1213,nɔŋ⁵⁵tu³⁵,n ɔ ŋ ⁵⁵ + t u ³⁵,bad concept,,
5229,achanglongchuan,1215,nuaŋ⁵⁵,n u a ŋ ⁵⁵,bad concept,,
5230,atsi,1215,naŋ⁵¹,n a ŋ ⁵¹,bad concept,,
5231,bola,1215,nɔ̃⁵⁵,n ɔ̃ ∼ ⁵⁵,bad concept,,
5232,lashi,1215,naŋ³¹,n a ŋ ³¹,bad concept,,
5233,maru,1215,nɔ̃³¹,n ɔ̃ ∼ ³¹,bad concept,,
1538,maru,1500,pjik³¹,p j i k ³¹,,,
5651,rangoon,606,mjɛʔ⁴,m j ɛ ʔ ⁴,,,
1140,bola,744,u̱³⁵,ṵ ³⁵,,,
6334,rangoon,2376,kɑ̃⁵³lɑ̃⁵³,k ɑ̃ ∼ ⁵³ + l ɑ̃ ∼ ⁵³,,,
7403,oldburmese,800,po₂ṅ,p ʊ ŋ,,,
1144,maru,744,a̱u⁵⁵,a̰ u ⁵⁵,,,
5246,rangoon,1403,kɑiʔ⁴,k ɑ i ʔ ⁴,,,
1557,atsi,503,pŏ̱²¹kje̱k⁵⁵,p ŏ̰ ²¹ + k j ḛ k ⁵⁵,,,
1152,atsi,1705,ʃit⁵⁵,ʃ i t ⁵⁵,,,
5249,rangoon,1710,hniʔ⁴shɛ²²,n̥ i ʔ ⁴ + sʰ ɛ ²²,,,
5250,rangoon,1447,pe⁵⁵,p e ⁵⁵,,,
5251,rangoon,1725,m̥ɑ̃²²,m̥ ɑ̃ ∼ ²²,,,
1156,lashi,1705,ʃɛ̱t⁵⁵,ʃ ɛ̰ t ⁵⁵,,,
1157,maru,1705,ʃɛʔ⁵⁵,ʃ ɛ ʔ ⁵⁵,,,
1158,xiandao,1705,çɛʈ⁵⁵,ç ɛ ʈ ⁵⁵,,,
5255,rangoon,2374,eʔ⁴mɛʔ⁴,e ʔ ⁴ + m ɛ ʔ ⁴,,,
5257,rangoon,15,pʰjɑ̃²²,pʰ j ɑ̃ ∼ ²²,,,
5258,rangoon,420,tɔ⁵⁵,t ɔ ⁵⁵,,,
5262,rangoon,1423,jɑ̃²²pʰjiʔ⁴,j ɑ̃ ∼ ²² + pʰ j i ʔ ⁴,bad concept,,
5264,rangoon,1278,ɑ̃²²,ɑ̃ ∼ ²²,,,
6339,achanglongchuan,843,kuŋ³¹kai³⁵ʑai⁵⁵,k u ŋ ³¹ + k a i ³⁵ + ʑ a i ⁵⁵,,,
5268,rangoon,1424,wa²²,w a ²²,,,
5269,rangoon,1198,mjɑ⁵⁵,m j ɑ ⁵⁵,,,
5271,rangoon,1220,ɑ⁵³mji⁵⁵,ɑ ⁵³ + m j i ⁵⁵,,,
5272,rangoon,1406,we⁵⁵,w e ⁵⁵,,,
1177,bola,1248,mjaʔ³¹tʃɿ³⁵,m j a ʔ ³¹ + tʃ ɿ ³⁵,,,
5276,rangoon,1489,tẽ²²,t ẽ ∼ ²²,,,
5277,rangoon,587,pɑ⁵³jwɛʔ⁴sheʔ⁴,p ɑ ⁵³ + j w ɛ ʔ ⁴ + sʰ e ʔ ⁴,,,
1184,maru,1248,mjɔʔ³¹tʃik⁵⁵,m j ɔ ʔ ³¹ + tʃ i k ⁵⁵,,,
5281,rangoon,658,mo⁵⁵,m o ⁵⁵,bad concept,,
5282,rangoon,948,je²²,j e ²²,,,
5284,rangoon,1634,(tiʔ⁴)◦jɑ²²,t i ʔ ⁴ + j ɑ ²²,,,
5287,rangoon,1343,ne²²,n e ²²,,,
5290,rangoon,1515,shɛ²²,sʰ ɛ ²²,,,
5292,rangoon,1413,kɑ⁵³sɑ⁵³,k ɑ ⁵³ + s ɑ ⁵³,,,
5294,rangoon,1448,kɑ̃i²²,k ɑ̃ i ∼ ²²,bad concept,,
5297,rangoon,1216,ɑ⁵³me²²,ɑ ⁵³ + m e ²²,,,
5298,rangoon,674,pɑ⁵⁵sɑʔ⁴,p ɑ ⁵⁵ + s ɑ ʔ ⁴,,,
5299,rangoon,227,ŋɑ⁵⁵,ŋ ɑ ⁵⁵,,,
5300,rangoon,2112,o²²,o ²²,,,
5301,rangoon,221,mi⁵⁵,m i ⁵⁵,,,
5308,rangoon,1199,mɑ⁵³|jɑ⁵⁵,m ɑ ⁵³ + j ɑ ⁵⁵,,,
5310,rangoon,1256,kʰɑ̃u⁵⁵,kʰ ɑ̃ u ∼ ⁵⁵,,,
5311,rangoon,1256,gɑ̃u⁵⁵,g ɑ̃ u ∼ ⁵⁵,,,
5316,rangoon,1215,mĩ⁵⁵,m ĩ ∼ ⁵⁵,bad concept,,
5318,rangoon,2128,lɛʔ⁴tθɛ⁵⁵,l ɛ ʔ ⁴ + tθ ɛ ⁵⁵,,,
1569,achanglongchuan,1507,ʂə³¹,ʂ ə ³¹,,,
5322,rangoon,1409,mjĩ²²,m j ĩ ∼ ²²,,,
5326,rangoon,1040,shɑ̃²²pĩ²²,sʰ ɑ̃ ∼ ²² + p ĩ ∼ ²²,,,
5327,rangoon,2003,si⁵⁵,s i ⁵⁵,,,
1132,maru,1336,tsɔ³⁵,ts ɔ ³⁵,,,
5330,rangoon,1099,ne²²,n e ²²,,,
5667,rangoon,1443,tθwɑ⁵⁵,tθ w ɑ ⁵⁵,,,
5332,rangoon,1442,jɑʔ⁴,j ɑ ʔ ⁴,bad concept,,
2254,bola,1355,ɣəi⁵⁵,ɣ ə i ⁵⁵,,,
5334,rangoon,1507,ɑ⁵³tθi⁵⁵,ɑ ⁵³ + tθ i ⁵⁵,,,
5337,rangoon,1221,n̥ɑ²²kʰɑ̃u⁵⁵,n̥ ɑ ²² + kʰ ɑ̃ u ∼ ⁵⁵,,,
5339,rangoon,1428,lɑ̃u²²,l ɑ̃ u ∼ ²²,,,
1244,bola,1406,vɛ³¹,v ɛ ³¹,,,
5342,rangoon,1234,ʨʰɔ⁵⁵,tɕʰ ɔ ⁵⁵,,,
1247,lashi,1406,vɛː³³,v ɛː ³³,,,
1248,maru,1406,va³⁵,v a ³⁵,,,
1249,xiandao,1406,vɛ³¹,v ɛ ³¹,,,
5347,rangoon,1382,ɑʔ⁴,ɑ ʔ ⁴,,,
5353,rangoon,1408,ʨɑ⁵⁵,tɕ ɑ ⁵⁵,,,
5355,rangoon,1869,wɛ²²,w ɛ ²²,,,
893,lashi,1494,ʃeːi³³,ʃ eː i ³³,,,
5360,rangoon,730,mwe²²,m w e ²²,,,
5361,rangoon,1244,tʰu²²,tʰ u ²²,,,
5363,rangoon,1404,mɑʔ⁴,m ɑ ʔ ⁴,bad concept,,
5365,rangoon,1246,ŋɛ²²,ŋ ɛ ²²,,,
5367,rangoon,1292,sho⁵⁵,sʰ o ⁵⁵,,,
5368,rangoon,1292,ȵɑ̃⁵³,nʲ ɑ̃ ∼ ⁵³,,,
1273,achanglongchuan,1217,teʔ⁵⁵,t e ʔ ⁵⁵,,,
4991,lashi,1237,khă³³mo³³,kʰ ă ³³ + m o ³³,,,
5372,rangoon,1429,pje⁵³,p j e ⁵³,,,
1277,bola,1217,a³¹va⁵⁵,a ³¹ + v a ⁵⁵,,,
1280,lashi,1217,a⁵⁵pho⁵³,a ⁵⁵ + pʰ o ⁵³,,,
4992,maru,1237,mhə̆³¹mɛ³¹,m̥ ə̆ ³¹ + m ɛ ³¹,,,
1283,xiandao,1217,po³¹,p o ³¹,,,
5381,rangoon,1454,tθoʔ⁴,tθ o ʔ ⁴,,,
5382,rangoon,1213,mĩ⁵⁵◦to⁵³,m ĩ ∼ ⁵⁵ + t o ⁵³,bad concept,,
5386,rangoon,239,ɑ⁵³pwĩ⁵³,ɑ ⁵³ + p w ĩ ∼ ⁵³,,,
4994,xiandao,1237,xɔ³¹lɔ³¹,x ɔ ³¹ + l ɔ ³¹,,,
5677,rangoon,1237,ɑ⁵³◦bɛ²²m̥ɑ²²,ɑ ⁵³ + b ɛ ²² + m̥ ɑ ²²,,,
2498,maru,2106,jauk³¹kai³¹,j a u k ³¹ + k a i ³¹,,,
1298,achanglongchuan,1201,a³¹mui³¹,a ³¹ + m u i ³¹,,,
1299,atsi,1201,ʃŏ²¹mau⁵⁵,ʃ ŏ ²¹ + m a u ⁵⁵,,,
1301,bola,1201,a³¹mau³⁵,a ³¹ + m a u ³⁵,,,
5398,rangoon,1396,tʰɛʔ⁴,tʰ ɛ ʔ ⁴,bad concept,,
1303,lashi,1201,sŏ⁵⁵mou⁵⁵,s ŏ ⁵⁵ + m o u ⁵⁵,,,
5400,rangoon,1620,tθɑ⁵⁵,tθ ɑ ⁵⁵,,,
5401,rangoon,1200,lĩ²²,l ĩ ∼ ²²,,,
5404,rangoon,1231,tθiʔ⁴,tθ i ʔ ⁴,,,
2266,achanglongchuan,2250,a³¹xʐoʔ⁵⁵,a ³¹ + x ʐ o ʔ ⁵⁵,,,
5406,rangoon,2009,kʰwe⁵⁵,kʰ w e ⁵⁵,,,
5415,rangoon,1131,ŋɑ²²◦to⁵³,ŋ ɑ ²² + t o ⁵³,bad concept,,
5416,rangoon,1398,ʨʰɑuʔ⁴,tɕʰ ɑ u ʔ ⁴,,,
6364,rangoon,1019,jɑ²²,j ɑ ²²,,,
5418,rangoon,1500,le⁵⁵,l e ⁵⁵,,,
5419,rangoon,2250,ɑ⁵³jwɛʔ⁴,ɑ ⁵³ + j w ɛ ʔ ⁴,,,
5422,rangoon,1417,tθɑʔ⁴,tθ ɑ ʔ ⁴,bad concept,,
2269,bola,2250,sak⁵⁵faʔ⁵⁵,s a k ⁵⁵ + f a ʔ ⁵⁵,,,
5424,rangoon,156,ni²²,n i ²²,,,
